,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.926,0.7464,0.3224,0.7462,0.7639,0.3216,110644.7192,16744.0391,0.7616,8.904547886657904,25.453880310058594,42.90092849731445
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.8916,0.6777,0.3198,0.6922,0.6791,0.2135,130971.1297,16958.7168,0.7018,8.987506002162482,23.60970115661621,38.62253952026367
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.8948,0.6601,0.3247,0.6968,0.6869,0.2011,134957.1225,16965.5469,0.7052,9.0,23.769489288330078,38.6386833190918
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8912,0.6738,0.3197,0.6925,0.6812,0.2103,131274.9098,16955.2285,0.7024,8.987197213543919,23.621959686279297,38.6236572265625
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8947,0.6692,0.3234,0.6988,0.69,0.2124,132524.0591,16938.8906,0.7085,8.998622392430727,23.83442497253418,38.610206604003906
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8905,0.6619,0.3186,0.6928,0.678,0.2096,134725.8739,16947.1426,0.7014,8.983800538739734,23.632816314697266,38.6117057800293
"(('V_CO', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8902,0.6876,0.3182,0.6947,0.6767,0.2205,126598.4366,16969.5,0.7024,8.982565384265484,23.696659088134766,38.634769439697266
"(('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.8836,0.4716,0.3067,0.7042,0.6854,0.1134,203274.5437,17145.8965,0.7214,8.947054693130811,24.020097732543945,38.483394622802734
"(('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.8832,0.447,0.3071,0.7033,0.6848,0.1134,208353.6332,17135.1094,0.7202,8.94828984760506,23.9898738861084,38.342628479003906
"(('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8814,0.4421,0.3063,0.6995,0.6836,0.1124,210882.662,17133.3008,0.7169,8.945819538656561,23.859352111816406,38.34175109863281
"(('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8831,0.4773,0.3071,0.7033,0.6842,0.137,201069.6005,17135.0234,0.7193,8.94828984760506,23.989131927490234,38.34251403808594
"(('V_CO', 'morning'), ('V_G1', 'night'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8813,0.4336,0.3054,0.7008,0.6816,0.1261,211967.4317,17135.7793,0.7176,8.9430404410895,23.905593872070312,38.340660095214844
"(('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.883,0.4625,0.3074,0.7034,0.6843,0.1117,205458.8409,17123.7637,0.7201,8.949216213460748,23.992393493652344,38.32754898071289
"(('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.9234,0.7436,0.3238,0.7444,0.7578,0.3223,111237.037,16783.2129,0.7601,8.999560374778815,25.39141845703125,42.27528381347656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.9246,0.727,0.3218,0.7487,0.7631,0.3177,117985.8914,16721.7129,0.7661,8.91076845595312,25.53729248046875,42.870887756347656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.9287,0.7256,0.3279,0.7533,0.771,0.3167,118842.7247,16732.4453,0.7714,8.791481881042332,25.693559646606445,42.872352600097656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.9249,0.7478,0.3237,0.7511,0.7666,0.3234,110479.6282,16708.3984,0.7716,8.840234861554821,25.619457244873047,42.83879470825195
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.9265,0.7267,0.3234,0.7524,0.7658,0.317,118088.5949,16720.502,0.7706,8.846446534568907,25.66292953491211,42.857200622558594
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.924,0.7267,0.3224,0.75,0.7646,0.3177,118101.1322,16710.3945,0.7691,8.895999539365434,25.582473754882812,42.84552764892578
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.9257,0.726,0.3244,0.754,0.7663,0.3167,118048.1203,16699.209,0.7734,8.837008458612873,25.71961212158203,42.81962203979492
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8914,0.6657,0.3186,0.694,0.68,0.2135,133503.537,16956.5645,0.7027,8.983800538739734,23.673473358154297,38.63013458251953
"(('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8833,0.4614,0.3071,0.7035,0.6844,0.1187,205776.6608,17135.1816,0.7201,8.94828984760506,23.9947509765625,38.34269332885742
all_open,0.9234,0.7436,0.3238,0.7444,0.7578,0.3223,111237.037,16783.2129,0.7601,8.999560374778815,25.39141845703125,42.27528381347656
