element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter,year
L723,pipe,0.05,1667.3475,8.836074416,0.919830507,0.741810497,0.331944233,0.745817333,0.748703329,0.318069743,112217.789,16869.28711,0.763979059,,0.163925584,9.83E-05,4,3
Leak_3331,leak,,2358.402044,8.768461985,0.922899998,0.745332864,0.335549247,0.750049786,0.753867161,0.319126453,111339.2445,16868.16016,0.769973262,32,0.231538015,9.82E-05,4,3
Leak_1242,leak,,2299.887482,8.774288137,0.923635921,0.74145826,0.336602279,0.750321881,0.755140507,0.318774216,112246.4717,16868.10352,0.77023284,50,0.225711863,9.81E-05,4,3
Leak_138,leak,,1715.450749,8.833007926,0.919260219,0.74145826,0.331089724,0.741395989,0.748618834,0.319830926,112246.439,16845.51172,0.757655095,63,0.166992074,9.73E-05,4,3
Leak_2125,leak,,1702.868198,8.835218391,0.918780087,0.74145826,0.330833621,0.74038925,0.747515578,0.317365269,112200.9647,16845.91992,0.75622139,63,0.164781609,9.68E-05,4,3
L13,pipe,0.05,1780.947,8.828337811,0.920321122,0.741810497,0.332263478,0.747046232,0.749746935,0.317717506,112182.6155,16869.00195,0.765701569,,0.171662189,9.64E-05,4,3
L19,pipe,0.05,1681.831,8.83851262,0.919367148,0.74145826,0.331803807,0.74260817,0.748708728,0.318069743,112279.3062,16857.33984,0.7595881,,0.16148738,9.60E-05,4,3
L2838,pipe,0.125,38.4215,8.808975839,0.929959409,0.773159563,0.310169323,0.760232257,0.77721993,0.335329341,100608.3339,16694.52734,0.778929181,,0.191024161,0.004971804,5,3
L86,pipe,0.063,165.363744,8.797583619,0.929238162,0.773864037,0.309115351,0.762580346,0.776178525,0.336033815,100461.2977,16706.02539,0.782262101,,0.202416381,0.001224067,5,3
L2844,pipe,0.15,40.926,8.979303377,0.928550462,0.754843255,0.308930636,0.760698609,0.77523126,0.332511448,107863.6813,16673.35156,0.779876645,,0.020696623,0.000505708,5,3
L1631,pipe,0.1,400.803,8.936142553,0.929305255,0.752377598,0.30962433,0.764195971,0.776804899,0.332159211,108215.0061,16694.96289,0.784840441,,0.063857447,0.000159324,5,3
L433,pipe,0.063,1684.7228,8.839759606,0.91914071,0.74145826,0.331901855,0.741556808,0.748142895,0.317365269,112280.5819,16857.13672,0.757927444,,0.160240394,9.51E-05,5,3
Leak_1366,leak,,2347.886911,8.777925225,0.922784683,0.745332864,0.335290492,0.749405281,0.753340116,0.31947869,111369.9227,16868.71484,0.769123829,60,0.222074775,9.46E-05,5,3
Leak_838,leak,,1840.892675,8.826097524,0.918553649,0.74251497,0.329577605,0.742596874,0.74716764,0.317717506,112009.5472,16856.86914,0.759409973,75,0.173902476,9.45E-05,5,3
Leak_2719,leak,,1697.881921,8.839747499,0.919339892,0.74145826,0.33214796,0.742026515,0.749235248,0.317365269,112278.1305,16844.91016,0.758169862,110,0.160252501,9.44E-05,5,3
L1779,pipe,0.05,1677.643,8.84181755,0.91917216,0.74145826,0.332398304,0.739358914,0.748734778,0.317365269,112356.1585,16855.81836,0.754082538,,0.15818245,9.43E-05,5,3
Leak_3246,leak,,2234.357421,8.789565813,0.922333904,0.745332864,0.33435687,0.748853039,0.752584222,0.319830926,111363.7588,16869.11719,0.768201544,60,0.210434187,9.42E-05,5,3
Leak_2191,leak,,2431.531947,8.771432278,0.922835002,0.745332864,0.335414143,0.750043188,0.753457685,0.319126453,111361.7517,16868.88281,0.769921328,63,0.228567722,9.40E-05,5,3
Leak_1244,leak,,2277.887935,8.788552142,0.923069827,0.74145826,0.336031363,0.749773777,0.754548204,0.319126453,112327.7992,16867.30469,0.769700209,50,0.211447858,9.28E-05,5,3
L2900,pipe,0.2,302.626,8.73494758,0.929332511,0.751320888,0.306346276,0.760376971,0.77755314,0.333215921,109182.8424,16693.39063,0.779278866,,0.26505242,0.000875842,6,3
L2801,pipe,0.15,247.473,8.818263915,0.931668176,0.729834449,0.309129993,0.762759338,0.781531056,0.327227897,117461.5797,16703.79102,0.782906236,,0.181736085,0.000734367,6,3
L3267,pipe,0.3,59.943,8.979323578,0.92737634,0.728777739,0.305460829,0.755514662,0.775392387,0.326523424,117508.8424,16693.33203,0.77373985,,0.020676422,0.000344935,6,3
L1779,pipe,0.063,205.720372,8.929820214,0.929018014,0.729129975,0.308430975,0.75662826,0.778841686,0.326523424,117555.7881,16692.2207,0.77510756,,0.070179786,0.000341142,6,3
L1631,pipe,0.125,501.423,8.92658607,0.928871249,0.728777739,0.307729808,0.757426483,0.778249279,0.327227897,117529.0806,16692.52539,0.7762177,,0.07341393,0.000146411,6,3
Leak_2310,leak,,2418.919628,8.777330537,0.922799359,0.745332864,0.335429931,0.749509623,0.753335241,0.319126453,111362.8635,16868.74609,0.769250994,32,0.222669463,9.21E-05,6,3
L382,pipe,0.05,1955.447,8.820466704,0.920889314,0.741810497,0.333422221,0.748196903,0.751055138,0.317365269,112190.4988,16868.03711,0.767418039,,0.179533296,9.18E-05,6,3
Leak_743,leak,,2245.320258,8.796595649,0.922315034,0.745332864,0.334776624,0.748311646,0.752530443,0.31947869,111376.9174,16868.74414,0.76758458,75,0.203404351,9.06E-05,6,3
Leak_3485,leak,,2471.44243,8.776530392,0.918727671,0.745332864,0.325855975,0.745629506,0.748005774,0.3205354,110923.9934,16846.04492,0.763806632,150,0.223469608,9.04E-05,6,3
Leak_2538,leak,,2281.29399,8.795026464,0.921621044,0.742162733,0.333853195,0.750382272,0.752118767,0.318774216,112202.6088,16856.74023,0.770470839,100,0.204973536,8.98E-05,6,3
Leak_2879,leak,,2414.565536,8.783578058,0.923245945,0.741810497,0.336208873,0.750178341,0.754377013,0.317365269,112170.9927,16868.70703,0.770082768,63,0.216421942,8.96E-05,6,3
Leak_3438,leak,,1898.474601,8.830360805,0.91810287,0.741810497,0.329406728,0.742584517,0.746309796,0.317717506,112177.4911,16869.10547,0.75958612,60,0.169639195,8.94E-05,6,3
L3267,pipe,0.35,70.383,8.969400525,0.929407991,0.729482212,0.305842517,0.759815056,0.778861762,0.32687566,117366.5301,16659.50586,0.779144223,,0.030599475,0.000434757,7,3
L1779,pipe,0.075,224.506128,8.931907378,0.930494054,0.729482212,0.306618156,0.761190404,0.780840053,0.32687566,117419.8092,16703.49414,0.78120029,,0.068092622,0.0003033,7,3
Leak_3203,leak,,2835.707885,8.726417787,0.931131435,0.753082071,0.306930442,0.764032132,0.781372497,0.333568158,109037.2307,16669.95508,0.784165558,200,0.273582213,9.65E-05,7,3
Leak_3181,leak,,2813.99148,8.747851269,0.930642916,0.753082071,0.306354189,0.763039596,0.780526133,0.333215921,109017.3651,16670.01367,0.782760687,200,0.252148731,8.96E-05,7,3
Leak_1817,leak,,2392.928548,8.787214061,0.919543266,0.744276154,0.32671618,0.743828514,0.749084918,0.3205354,111071.6706,16856.32422,0.760848646,75,0.212785939,8.89E-05,7,3
Leak_2796,leak,,2359.81844,8.790767214,0.923558345,0.74145826,0.337003074,0.748893859,0.755026397,0.317365269,112265.4547,16857.12109,0.768353591,32,0.209232786,8.87E-05,7,3
L769,pipe,0.125,1838.085,8.837578759,0.919386018,0.741810497,0.331601202,0.744404241,0.748180006,0.317365269,112202.527,16868.74609,0.762018361,,0.162421241,8.84E-05,7,3
Leak_1927,leak,,1895.999937,8.83299572,0.918700414,0.74145826,0.329934072,0.736180673,0.747096354,0.31842198,112341.1425,16857.3457,0.750124675,110,0.16700428,8.81E-05,7,3
Leak_1422,leak,,1997.184807,8.824399203,0.914802747,0.74145826,0.326497458,0.731711912,0.74128319,0.317365269,112282.6572,16879.73242,0.743885993,63,0.175600797,8.79E-05,7,3
L3267,pipe,0.4,80.823,8.937860242,0.930772908,0.729834449,0.305073528,0.761838767,0.782023663,0.328636844,117383.7884,16659.13867,0.782395674,,0.062139758,0.000768838,8,3
L1519,pipe,0.125,3288.81375,8.711673416,0.921092689,0.745332864,0.328571682,0.748114033,0.751423047,0.3205354,110931.7035,16845.27148,0.766962644,,0.288326584,8.77E-05,8,3
Leak_1755,leak,,2552.600484,8.779823545,0.922868549,0.74462839,0.335479039,0.749554357,0.753371461,0.318774216,111443.7495,16868.75977,0.769266624,110,0.220176455,8.63E-05,8,3
Leak_2430,leak,,1885.91186,8.837418604,0.918647998,0.74145826,0.330845914,0.740571541,0.747209048,0.317365269,112296.102,16868.49609,0.756465688,110,0.162581396,8.62E-05,8,3
Leak_3122,leak,,1961.80941,8.830976439,0.918872339,0.741810497,0.33092613,0.742365096,0.748307062,0.320183163,112271.4005,16845.73047,0.759252233,63,0.169023561,8.62E-05,8,3
Leak_259,leak,,1865.352158,8.839666007,0.920285479,0.74145826,0.332649379,0.744753222,0.749927456,0.318774216,112308.0488,16846.17188,0.762507901,75,0.160333993,8.60E-05,8,3
Leak_1416,leak,,2432.932324,8.791754315,0.922333904,0.745332864,0.334804447,0.748826982,0.752591561,0.319126453,111355.57,16868.88086,0.768222609,75,0.208245685,8.56E-05,8,3
L474,pipe,0.063,1961.526674,8.832111798,0.920350476,0.742162733,0.332635153,0.74666275,0.749869274,0.317365269,112180.8109,16868.64063,0.765227754,,0.167888202,8.56E-05,8,3
L474,pipe,0.075,233.823576,8.889630196,0.934131737,0.730186685,0.305806834,0.770393814,0.787667312,0.328636844,117254.2842,16646.74219,0.793185174,,0.110369804,0.000472022,9,3
L350,pipe,0.063,138.937214,8.968441761,0.931703819,0.730186685,0.303396699,0.766035658,0.783769226,0.328989081,117197.8037,16647.82813,0.787606034,,0.031558239,0.00022714,9,3
L473,pipe,0.075,109.334064,8.985811262,0.932102182,0.729482212,0.30378159,0.764808324,0.784374476,0.328636844,117266.2324,16647.61133,0.786052469,,0.014188738,0.000129774,9,3
Leak_1778,leak,,2389.431756,8.795964878,0.922338097,0.745332864,0.334732848,0.748407712,0.752493962,0.319126453,111374.1287,16868.78516,0.767685572,75,0.204035122,8.54E-05,9,3
L2737,pipe,0.075,1823.06375,8.845245817,0.920161777,0.741106023,0.333246157,0.743629727,0.749744943,0.317365269,112302.436,16857.00781,0.760873366,,0.154754183,8.49E-05,9,3
L1348,pipe,0.063,1844.967364,8.843499935,0.920132424,0.74145826,0.333126551,0.743635431,0.749741274,0.317365269,112291.7362,16856.99023,0.760910441,,0.156500065,8.48E-05,9,3
L1232,pipe,0.1,1949.373,8.835364235,0.917897398,0.74145826,0.330940174,0.740492698,0.746629954,0.318774216,112324.1821,16857.22852,0.756988355,,0.164635765,8.45E-05,9,3
L1684,pipe,0.05,1922.99,8.837658176,0.91990389,0.742162733,0.332143206,0.745214038,0.749046235,0.317365269,112175.4902,16868.62695,0.763200033,,0.162341824,8.44E-05,9,3
L1767,pipe,0.075,1938.38925,8.837716045,0.918645901,0.74145826,0.331386244,0.74049225,0.747270585,0.317717506,112277.1513,16857.16406,0.756400531,,0.162283955,8.37E-05,9,3
L1728,pipe,0.075,1882.042,8.842529406,0.919979369,0.74145826,0.333014534,0.744836931,0.74964661,0.317365269,112218.6576,16856.94727,0.762877791,,0.157470594,8.37E-05,9,3
Leak_216,leak,,2168.880496,8.818547184,0.919002331,0.74357168,0.331185247,0.742421573,0.74739219,0.31842198,111209.5239,16847.36914,0.759154121,75,0.181452816,8.37E-05,9,3
Leak_1389,leak,,2356.180752,8.803664026,0.921839095,0.745332864,0.334166547,0.747723282,0.751728895,0.320183163,111359.7987,16868.90039,0.76670102,63,0.196335974,8.33E-05,10,3
Leak_881,leak,,1986.581259,8.834514935,0.918893306,0.741810497,0.330824896,0.743723836,0.747260469,0.317365269,112191.6079,16857.71289,0.761082522,75,0.165485065,8.33E-05,10,3
L2898,pipe,0.1,1889.388,8.843521943,0.920153391,0.74145826,0.333165636,0.743658301,0.749753749,0.317365269,112280.7965,16856.99609,0.760934369,,0.156478057,8.28E-05,10,3
L644,pipe,0.05,2974.527,8.755633612,0.923313038,0.745332864,0.335923728,0.75066734,0.754243299,0.319126453,111357.0474,16868.71484,0.770858431,,0.244366388,8.22E-05,10,3
L391,pipe,0.063,1995.808824,8.836478249,0.919344085,0.741810497,0.331446374,0.744765412,0.747863726,0.317365269,112200.4401,16858.27539,0.762486011,,0.163521751,8.19E-05,10,3
Leak_2691,leak,,2329.804568,8.810831997,0.921325416,0.741810497,0.333408773,0.749292439,0.751486418,0.317365269,112306.9667,16868.73047,0.7689103,75,0.189168003,8.12E-05,10,3
L1024,pipe,0.1,2018.286,8.836597707,0.917838692,0.74145826,0.330798198,0.74064703,0.746474488,0.317717506,112349.9628,16857.22656,0.757260464,,0.163402293,8.10E-05,10,3
L1200,pipe,0.15,481.1975,8.961045059,0.931349486,0.730186685,0.300909244,0.768258771,0.782735684,0.328989081,117078.3946,16648.69531,0.790352294,,0.038954941,8.10E-05,10,3
L1643,pipe,0.075,1976.758,8.840146421,0.919373438,0.74145826,0.331818599,0.742340716,0.748784469,0.317365269,112268.6697,16878.55273,0.758416758,,0.159853579,8.09E-05,10,3
Leak_2881,leak,,2415.979239,8.804747372,0.922797263,0.741810497,0.335709113,0.748765472,0.753551825,0.318774216,112175.092,16868.64453,0.768105601,63,0.195252628,8.08E-05,10,3
Leak_262,leak,,2415.363076,8.806352567,0.917400493,0.74462839,0.328694553,0.744311977,0.744500757,0.31842198,111102.5789,16848.1582,0.76214891,75,0.193647433,8.02E-05,10,3
L1384,pipe,0.075,2041.43675,8.836808315,0.91985357,0.741810497,0.332062922,0.745792114,0.748705268,0.317365269,112215.4773,16858.24414,0.763937428,,0.163191685,7.99E-05,10,3
Leak_594,leak,,2180.41099,8.825724663,0.91989131,0.741810497,0.331763075,0.747103604,0.749362567,0.317365269,112227.2166,16869.10938,0.766117148,63,0.174275337,7.99E-05,10,3
Leak_2287,leak,,2075.53569,8.834809841,0.918884919,0.741810497,0.330708697,0.743774106,0.747287463,0.317365269,112190.1559,16868.74609,0.761116382,63,0.165190159,7.96E-05,10,3
Leak_1055,leak,,2060.104036,8.836125191,0.919394404,0.741810497,0.331206578,0.744896539,0.748176074,0.317365269,112170.5987,16868.75,0.762731799,63,0.163874809,7.95E-05,10,3
L3077,pipe,0.075,2090.11025,8.834454693,0.917706604,0.74145826,0.330688837,0.738626506,0.746286419,0.319126453,112361.0814,16857.18945,0.7538976,,0.165545307,7.92E-05,10,3
Leak_282,leak,,2331.8658,8.815475754,0.921866351,0.74145826,0.3347295,0.748929311,0.752415757,0.317717506,112276.3417,16845.80078,0.768280485,75,0.184524246,7.91E-05,10,3
Leak_2208,leak,,2296.688996,8.818658147,0.920826414,0.742162733,0.333000279,0.748136848,0.75056578,0.317365269,112169.6731,16869.01172,0.767269341,63,0.181341853,7.90E-05,10,3
L1519,pipe,0.15,834.40575,8.934119606,0.932278301,0.728777739,0.303205721,0.769527316,0.784233109,0.328989081,117327.526,16648.29688,0.792487005,,0.065880394,7.90E-05,10,3
Leak_3170,leak,,2284.657673,8.819780559,0.920822221,0.741810497,0.333124051,0.748139979,0.750697974,0.317717506,112182.5279,16868.68555,0.767303246,25,0.180219441,7.89E-05,10,3
Leak_727,leak,,2194.137569,8.827688661,0.920459501,0.742162733,0.332284008,0.746834305,0.750144407,0.317365269,111940.5504,16879.72852,0.765386435,63,0.172311339,7.85E-05,10,3
Leak_441,leak,,2171.450556,8.829727944,0.919046361,0.742162733,0.330672124,0.745120992,0.747925577,0.31947869,112169.935,16858.02734,0.763206404,75,0.170272056,7.84E-05,10,3
Leak_3579,leak,,2122.840107,8.833557649,0.919029588,0.741810497,0.330800949,0.745123116,0.747872532,0.31842198,112176.7356,16869.125,0.763200073,60,0.166442351,7.84E-05,10,3
Leak_1784,leak,,2117.485519,8.834239089,0.919908083,0.741810497,0.331796279,0.745965905,0.749217531,0.317717506,112073.1888,16868.71289,0.764196118,63,0.165760911,7.83E-05,10,3
Leak_3143,leak,,2134.668235,8.832958792,0.91881573,0.74145826,0.330963599,0.742307613,0.747896644,0.320183163,112257.4239,16857.48047,0.759161801,40,0.167041208,7.83E-05,10,3
L638,pipe,0.05,2870.874,8.775449157,0.922822422,0.745332864,0.335141894,0.749536352,0.753409463,0.31947869,111350.9817,16879.74609,0.769274668,,0.224550843,7.82E-05,10,3
Leak_2690,leak,,2325.686561,8.818165796,0.920857864,0.741810497,0.332821986,0.748279941,0.750693833,0.317365269,112182.837,16868.73633,0.767455625,75,0.181834204,7.82E-05,10,3
Leak_317,leak,,2225.072963,8.826053318,0.915635116,0.74145826,0.327268844,0.732583387,0.742419048,0.318069743,112318.3101,16879.61133,0.744930118,110,0.173946682,7.82E-05,10,3
Leak_3156,leak,,2306.664342,8.819788062,0.920832704,0.741810497,0.333113252,0.748138301,0.750707618,0.317717506,112181.8932,16868.68359,0.767294132,20,0.180211938,7.81E-05,10,3
L634,pipe,0.05,2110.5775,8.835204565,0.919849377,0.741810497,0.331852706,0.745875319,0.749025478,0.318069743,112179.2758,16868.69531,0.764101648,,0.164795435,7.81E-05,10,3
L393,pipe,0.05,2130.1215,8.833990578,0.918887016,0.741810497,0.330737771,0.741258097,0.747926206,0.31842198,112245.1595,16878.83203,0.756799117,,0.166009422,7.79E-05,10,3
Leak_756,leak,,1985.910101,8.845778827,0.922122142,0.74145826,0.33488353,0.745314298,0.752542814,0.317365269,112305.5405,16857.36719,0.763252562,63,0.154221173,7.77E-05,10,3
Leak_127,leak,,2163.109104,8.832024936,0.919033781,0.741810497,0.330616521,0.745095437,0.747844909,0.319126453,112173.9125,16869.08008,0.763173003,75,0.167975064,7.77E-05,10,3
Leak_1576,leak,,2205.140853,8.829063329,0.916501032,0.74145826,0.327936582,0.737567316,0.743938593,0.317365269,112325.5883,16879.90625,0.752515893,75,0.170936671,7.75E-05,10,3
L2737,pipe,0.1,496.82125,8.961548161,0.932840202,0.730186685,0.303038487,0.767849622,0.785516782,0.328989081,117080.5987,16647.30078,0.789862218,,0.038451839,7.74E-05,10,3
Leak_840,leak,,2241.17657,8.826986498,0.916381523,0.74145826,0.327681953,0.736769653,0.743417472,0.317717506,112228.7883,16879.82031,0.751097741,63,0.173013502,7.72E-05,10,3
Leak_1138,leak,,2153.172592,8.834099078,0.918941529,0.741810497,0.330643047,0.741029282,0.74801804,0.318069743,112235.1531,16878.7793,0.756444646,32,0.165900922,7.70E-05,10,3
L814,pipe,0.063,2136.463588,8.835504866,0.919876633,0.741810497,0.331638774,0.745629953,0.748989521,0.318069743,112170.2133,16880.03516,0.763687574,,0.164495134,7.70E-05,10,3
Leak_2341,leak,,2138.466493,8.835550973,0.919369245,0.741810497,0.331006673,0.744888542,0.74803974,0.317365269,112171.3254,16869.01367,0.762658201,63,0.164449027,7.69E-05,10,3
Leak_760,leak,,2171.239791,8.8331296,0.920381925,0.741810497,0.33261811,0.746693672,0.750015568,0.317365269,112184.1828,16868.70117,0.765260242,110,0.1668704,7.69E-05,10,3
Leak_2921,leak,,2170.873616,8.833360188,0.917163572,0.74145826,0.329412087,0.735183552,0.744997295,0.317365269,112313.6744,16879.33984,0.748697391,32,0.166639812,7.68E-05,10,3
Leak_1051,leak,,2129.310319,8.836791485,0.919375535,0.741810497,0.331363575,0.744891618,0.748128114,0.317365269,112193.3425,16868.76367,0.762719496,125,0.163208515,7.66E-05,10,3
Leak_2875,leak,,2265.637971,8.826807865,0.920356765,0.742162733,0.332518261,0.747094098,0.74986246,0.317365269,112162.6008,16857.65625,0.765804615,32,0.173192135,7.64E-05,10,3
Leak_1049,leak,,2049.678815,8.843469489,0.920138714,0.74145826,0.333065159,0.743828793,0.749743056,0.317365269,112308.9314,16857.04883,0.761207301,63,0.156530511,7.64E-05,10,3
Leak_2375,leak,,2055.804614,8.843120459,0.920128231,0.74145826,0.333012815,0.743834832,0.749771099,0.317365269,112286.864,16857.02344,0.761207779,63,0.156879541,7.63E-05,10,3
Leak_1417,leak,,2104.38236,8.83947576,0.919161677,0.74145826,0.331599453,0.741682063,0.748168369,0.317365269,112276.518,16868.15625,0.758085219,75,0.16052424,7.63E-05,10,3
Leak_1939,leak,,2370.880918,8.819252788,0.920851574,0.741810497,0.333154421,0.748162346,0.750687281,0.318069743,112181.6106,16868.68945,0.767313829,63,0.180747212,7.62E-05,10,3
Leak_2816,leak,,2361.773735,8.820140654,0.920876734,0.741810497,0.333531287,0.748190193,0.751051049,0.317365269,112182.1292,16857.00391,0.767406519,63,0.179859346,7.62E-05,10,3
Leak_1876,leak,,2379.306595,8.818910717,0.920832704,0.741810497,0.333129155,0.748131032,0.750705836,0.31842198,112178.0191,16868.67969,0.767285644,63,0.181089283,7.61E-05,10,3
Leak_2571,leak,,2338.058295,8.822284529,0.919646002,0.743219443,0.332169687,0.744681368,0.748304127,0.318774216,111284.4658,16836.13281,0.762468099,75,0.177715471,7.60E-05,10,3
Leak_3134,leak,,2394.795162,8.818414524,0.920887217,0.742162733,0.333383252,0.748199699,0.751076419,0.317717506,112173.3,16868.01172,0.767418314,63,0.181585476,7.58E-05,10,3
Leak_1176,leak,,2396.494168,8.818529811,0.920887217,0.741810497,0.333461048,0.748202886,0.751060432,0.318774216,112181.1753,16868.03711,0.767426784,20,0.181470189,7.57E-05,10,3
Leak_649,leak,,2031.415667,8.846287263,0.921163975,0.74145826,0.334056038,0.743617928,0.751389343,0.317365269,112295.4513,16856.70703,0.760746293,63,0.153712737,7.57E-05,10,3
Leak_3267,leak,,2188.970324,8.834596009,0.918801053,0.74145826,0.330972628,0.742273783,0.747824938,0.319126453,112277.7816,16857.48633,0.759128036,80,0.165403991,7.56E-05,10,3
Leak_3514,leak,,2034.532859,8.84645009,0.918880726,0.74040155,0.330727283,0.740910066,0.748030829,0.315251849,112592.0795,16889.55273,0.756408482,110,0.15354991,7.55E-05,10,3
Leak_2608,leak,,2349.899611,8.822865009,0.920885121,0.741810497,0.333317257,0.747727308,0.750769994,0.318774216,112188.6411,16868.22266,0.766763284,63,0.177134991,7.54E-05,10,3
Leak_3248,leak,,2383.667366,8.820376983,0.920872541,0.741810497,0.333414033,0.748191982,0.751052307,0.317365269,112177.9721,16868.03906,0.767412413,60,0.179623017,7.54E-05,10,3
Leak_3358,leak,,2283.674431,8.828135816,0.920337896,0.741810497,0.332258793,0.74706256,0.749758152,0.317717506,112177.007,16869,0.765719243,60,0.171864184,7.53E-05,10,3
Leak_2259,leak,,2247.314457,8.830959213,0.917977071,0.741810497,0.329887445,0.740054752,0.746848635,0.318774216,112243.1117,16878.83594,0.755431309,75,0.169040787,7.52E-05,10,3
Leak_3355,leak,,2401.079186,8.819475808,0.920889314,0.741810497,0.333472042,0.748210603,0.751056081,0.318069743,112182.6051,16868.04883,0.7674327,32,0.180524192,7.52E-05,10,3
Leak_1313,leak,,2388.602879,8.820695948,0.920874637,0.741810497,0.333435377,0.748173697,0.751034381,0.317365269,112191.5074,16868.04297,0.76739692,60,0.179304052,7.51E-05,10,3
Leak_2859,leak,,2243.113133,8.831718216,0.918536876,0.741810497,0.330176164,0.742429569,0.746824628,0.31842198,112176.2737,16880.31445,0.75950945,32,0.168281784,7.50E-05,10,3
Leak_1729,leak,,2246.892594,8.831480427,0.917880625,0.74145826,0.3299761,0.739676917,0.746277718,0.318069743,112248.6199,16835.14844,0.755427245,140,0.168519573,7.50E-05,10,3
Leak_1136,leak,,2399.732856,8.820533892,0.920847381,0.741810497,0.333170347,0.748116885,0.750653472,0.317365269,112183.1988,16868.71094,0.767293962,63,0.179466108,7.48E-05,10,3
Leak_318,leak,,2248.012733,8.831965804,0.917289371,0.74145826,0.329453685,0.736695841,0.74515402,0.318069743,112332.605,16857.32813,0.750984299,110,0.168034196,7.47E-05,10,3
Leak_3121,leak,,2405.537579,8.820407547,0.920885121,0.741810497,0.33342371,0.748185887,0.751053146,0.317365269,112172.7922,16868.03711,0.767407045,75,0.179592453,7.47E-05,10,3
Leak_133,leak,,2415.363076,8.819898035,0.920927053,0.741810497,0.333448063,0.748323948,0.751078777,0.317365269,112231.5078,16868.04102,0.767536309,75,0.180101965,7.46E-05,10,3
Leak_3073,leak,,2256.527625,8.831782979,0.920394505,0.741810497,0.332479284,0.74678163,0.7499284,0.317365269,112162.9331,16879.74219,0.765367455,60,0.168217021,7.45E-05,10,3
L474,pipe,0.1,598.27675,8.955414721,0.932779399,0.730186685,0.302712648,0.768466057,0.785447697,0.328989081,117072.627,16658.48828,0.790670607,,0.044585279,7.45E-05,10,3
Leak_2539,leak,,2267.517528,8.831030204,0.915848974,0.740049313,0.327234946,0.737358856,0.742950968,0.318774216,112496.5774,16857.88281,0.752069424,100,0.168969796,7.45E-05,10,3
Leak_3257,leak,,2411.85243,8.820283339,0.920815931,0.741810497,0.333268387,0.748111349,0.750662488,0.317365269,112181.3582,16857.66602,0.767269021,75,0.179716661,7.45E-05,10,3
Leak_288,leak,,2462.408979,8.816656836,0.917666767,0.743219443,0.329657101,0.742643733,0.745134626,0.317365269,111276.7632,16836.48633,0.759830586,75,0.183343164,7.45E-05,10,3
Leak_3079,leak,,2220.519321,8.83466821,0.918712994,0.741810497,0.330667817,0.7444048,0.748041417,0.317365269,112193.1409,16867.97656,0.761762551,63,0.16533179,7.45E-05,10,3
Leak_2540,leak,,2251.871401,8.832499859,0.920558044,0.74145826,0.333199649,0.746791751,0.750842328,0.318774216,112343.593,16845.63867,0.765584577,100,0.167500141,7.44E-05,10,3
Leak_270,leak,,2181.761538,8.837724623,0.919312635,0.74145826,0.331713084,0.743436196,0.748713864,0.31842198,112275.4946,16857.22852,0.760805613,75,0.162275377,7.44E-05,10,3
Leak_2149,leak,,2235.160404,8.833863886,0.920350476,0.741810497,0.332651233,0.746630765,0.749781739,0.317365269,112207.0504,16868.62109,0.76521441,63,0.166136114,7.43E-05,10,3
Leak_2689,leak,,2192.770812,8.837049124,0.919402791,0.741810497,0.331492186,0.744958272,0.748299934,0.317365269,112181.4177,16868.38477,0.762815869,75,0.162950876,7.43E-05,10,3
Leak_287,leak,,2454.706437,8.817588949,0.921830708,0.74145826,0.334798592,0.748842024,0.752431324,0.317365269,112284.8587,16856.85742,0.768181688,75,0.182411051,7.43E-05,10,3
Leak_271,leak,,2173.380119,8.838512171,0.917700314,0.740049313,0.330081043,0.742434378,0.746515268,0.31842198,112481.8541,16835.01367,0.759390228,75,0.161487829,7.43E-05,10,3
Leak_3307,leak,,2409.61871,8.820972467,0.920811738,0.741810497,0.333155634,0.748082719,0.750632663,0.317365269,112196.477,16868.70313,0.767239021,63,0.179027533,7.43E-05,10,3
Leak_2421,leak,,2306.877841,8.828633275,0.916243144,0.74145826,0.328104427,0.733814691,0.743492165,0.317365269,112227.7461,16868.21289,0.746637011,200,0.171366725,7.43E-05,10,3
Leak_286,leak,,2463.1081,8.817100674,0.921038176,0.741810497,0.333412787,0.748471011,0.750877447,0.317717506,112188.7936,16868.45313,0.767839941,75,0.182899326,7.43E-05,10,3
Leak_3353,leak,,2412.497951,8.8211052,0.920826414,0.741810497,0.333216119,0.748088647,0.750673495,0.317365269,112187.9662,16868.70313,0.767227385,32,0.1788948,7.42E-05,10,3
Leak_726,leak,,2131.960187,8.842006716,0.920688036,0.74145826,0.333335445,0.745189546,0.750827547,0.317717506,112102.6235,16857.02539,0.763063554,75,0.157993284,7.41E-05,10,3
Leak_737,leak,,2350.656772,8.826064596,0.919241349,0.743219443,0.331781255,0.741736639,0.748322682,0.317013033,111434.908,16857.12695,0.758096462,125,0.173935404,7.40E-05,10,3
Leak_784,leak,,2253.307178,8.833286369,0.919413274,0.742162733,0.3310439,0.744970797,0.748209883,0.317717506,112103.9117,16868.71484,0.762792978,75,0.166713631,7.40E-05,10,3
Leak_173,leak,,2239.838312,8.834375034,0.918492846,0.741810497,0.330570353,0.741229635,0.747662972,0.317717506,112236.8775,16878.86133,0.757100849,63,0.165624966,7.39E-05,10,3
