Link,Length,Coef,aux,Link_id,Length_,Leak_id
L1778,96.55,0.0009,1,L1778_1,21.78,Leak_942
L1779,93.38,0.00112,0,L1779,93.38,Leak_943
L178,1.33,0.00017,0,L178,1.33,Leak_944
L1781,77.09,0.0028,0,L1781,77.09,Leak_945
L1781,168.36,0.00271,1,L1781_1,91.27,Leak_946
L1781,207.48,0.00251,2,L1781_2,39.12,Leak_947
L1782,3.61,0.00059,0,L1782,3.61,Leak_948
L1782,37.41,0.00055,1,L1782_1,33.8,Leak_949
L1782,171.85,0.0006,2,L1782_2,134.44,Leak_950
L1783,29.45,0.00485,0,L1783,29.45,Leak_951
L1784,18.15,0.00085,0,L1784,18.15,Leak_952
L1784,59.04,0.00073,1,L1784_1,40.89,Leak_953
L1786,188.31,0.0047,0,L1786,188.31,Leak_954
L1789,51.32,0.00228,0,L1789,51.32,Leak_955
L1789,96.59,0.0028,1,L1789_1,45.27,Leak_956
L179,27.31,0.000041,0,L179,27.31,Leak_957
L1790,136.46,0.00445,0,L1790,136.46,Leak_958
L1791,9.23,0.00119,0,L1791,9.23,Leak_959
L1791,33.75,0.00111,1,L1791_1,24.52,Leak_960
L1793,116.55,0.00185,0,L1793,116.55,Leak_961
L1793,166.72,0.00193,1,L1793_1,50.17,Leak_962
L1793,194.75,0.00203,2,L1793_2,28.03,Leak_963
L1794,4.64,0.000047,0,L1794,4.64,Leak_964
L1795,47.34,0.00054,0,L1795,47.34,Leak_965
L1795,75,0.0005,1,L1795_1,27.66,Leak_966
L1795,109.56,0.00051,2,L1795_2,34.56,Leak_967
L1796,17.53,0.00052,0,L1796,17.53,Leak_968
L1796,50.74,0.00046,1,L1796_1,33.21,Leak_969
L1796,53.23,0.00052,2,L1796_2,2.49,Leak_970
L1797,6.54,0.00046,0,L1797,6.54,Leak_971
L1797,8.45,0.00049,1,L1797_1,1.91,Leak_972
L1797,92.56,0.00046,2,L1797_2,84.11,Leak_973
L1797,183.71,0.00051,3,L1797_3,91.15,Leak_974
L1798,40.87,0.00137,0,L1798,40.87,Leak_975
L1798,62.97,0.00147,1,L1798_1,22.1,Leak_976
L18,5.16,0.00014,0,L18,5.16,Leak_977
L180,8.6,0.00012,0,L180,8.6,Leak_978
L1800,22.44,0.00096,0,L1800,22.44,Leak_979
L1800,82.27,0.00086,1,L1800_1,59.83,Leak_980
L1800,139.68,0.00092,2,L1800_2,57.41,Leak_981
L1801,64.66,0.00342,0,L1801,64.66,Leak_982
L1801,347.19,0.00347,1,L1801_1,282.53,Leak_983
L1803,5.25,0.000043,0,L1803,5.25,Leak_984
L1806,39.97,0.00099,0,L1806,39.97,Leak_985
L1807,1.99,0.0002,0,L1807,1.99,Leak_986
L1808,36.08,0.00074,0,L1808,36.08,Leak_987
L1808,134.77,0.00071,1,L1808_1,98.69,Leak_988
L1809,137.54,0.00053,0,L1809,137.54,Leak_989
L1809,190.99,0.0005,1,L1809_1,53.45,Leak_990
L1809,364.41,0.00048,2,L1809_2,173.42,Leak_991
L1810,36.79,0.02817,0,L1810,36.79,Leak_992
L1810,49.5,0.0011,1,L1810_1,12.71,Leak_993
L1810,99.19,0.00108,2,L1810_2,49.69,Leak_994
L1813,85.23,0.00024,0,L1813,85.23,Leak_995
L1813,94.89,0.00027,1,L1813_1,9.66,Leak_996
L1815,27.49,0.0021,0,L1815,27.49,Leak_997
L1815,252.25,0.00246,1,L1815_1,224.76,Leak_998
L1815,274.85,0.00222,2,L1815_2,22.6,Leak_999
L1816,92.31,0.00093,0,L1816,92.31,Leak_1000
L1816,101.95,0.00094,1,L1816_1,9.64,Leak_1001
L1817,124.79,0.00053,0,L1817,124.79,Leak_1002
L1817,153.25,0.00064,1,L1817_1,28.46,Leak_1003
L1817,252.05,0.00062,2,L1817_2,98.8,Leak_1004
L1818,31.02,0.00073,0,L1818,31.02,Leak_1005
L1818,104.98,0.0008,1,L1818_1,73.96,Leak_1006
L1819,50.05,0.00059,0,L1819,50.05,Leak_1007
L1819,96.49,0.00058,1,L1819_1,46.44,Leak_1008
L1819,117.29,0.00056,2,L1819_2,20.8,Leak_1009
L182,34.3,0.00085,0,L182,34.3,Leak_1010
L1820,64.79,0.00172,0,L1820,64.79,Leak_1011
L1820,112.71,0.0017,1,L1820_1,47.92,Leak_1012
L1822,5.39,0.00044,0,L1822,5.39,Leak_1013
L1822,230.43,0.00043,1,L1822_1,225.04,Leak_1014
L1822,233.72,0.0004,2,L1822_2,3.29,Leak_1015
L1822,296.54,0.00046,3,L1822_3,62.82,Leak_1016
L1824,42.33,0.00107,0,L1824,42.33,Leak_1017
L1824,62.37,0.00099,1,L1824_1,20.04,Leak_1018
L1826,3.91,0.00113,0,L1826,3.91,Leak_1019
L1827,108.76,0.00303,0,L1827,108.76,Leak_1020
L1827,153.71,0.00342,1,L1827_1,44.95,Leak_1021
L1829,150.77,0.00162,0,L1829,150.77,Leak_1022
L1829,182.93,0.00151,1,L1829_1,32.16,Leak_1023
L183,36.31,0.00031,0,L183,36.31,Leak_1024
L183,47.64,0.00033,1,L183_1,11.33,Leak_1025
L1830,14.25,0.00157,0,L1830,14.25,Leak_1026
L1831,27.9,0.00012,0,L1831,27.9,Leak_1027
L1832,2.39,0.00041,0,L1832,2.39,Leak_1028
L1833,83.17,0.00125,0,L1833,83.17,Leak_1029
L1833,95.86,0.00115,1,L1833_1,12.69,Leak_1030
L1834,14.05,0.00605,0,L1834,14.05,Leak_1031
L1835,111.77,0.00233,0,L1835,111.77,Leak_1032
L1838,307.62,0.00612,0,L1838,307.62,Leak_1033
L1839,126.87,0.00106,0,L1839,126.87,Leak_1034
L1839,133.21,0.00105,1,L1839_1,6.34,Leak_1035
L184,113.35,0.00175,0,L184,113.35,Leak_1036
L1840,3.76,0.00017,0,L1840,3.76,Leak_1037
L1842,16.23,0.00026,0,L1842,16.23,Leak_1038
L1843,30.26,0.00098,0,L1843,30.26,Leak_1039
L1843,86.6,0.00093,1,L1843_1,56.34,Leak_1040
L1843,201.7,0.00108,2,L1843_2,115.1,Leak_1041
L1843,297.44,0.00103,3,L1843_3,95.74,Leak_1042
L1843,306.92,0.00106,4,L1843_4,9.48,Leak_1043
L1844,68.29,0.00244,0,L1844,68.29,Leak_1044
L1844,91.16,0.00217,1,L1844_1,22.87,Leak_1045
L1844,200.7,0.00229,2,L1844_2,109.54,Leak_1046
L1844,302.61,0.0026,3,L1844_3,101.91,Leak_1047
L1845,234.05,0.00744,0,L1845,234.05,Leak_1048
L1845,418.08,0.00712,1,L1845_1,184.03,Leak_1049
L1846,240.26,0.02714,0,L1846,240.26,Leak_1050
L1846,424.34,0.00787,1,L1846_1,184.08,Leak_1051
L1846,532.32,0.0081,2,L1846_2,107.98,Leak_1052
L1847,14.99,0.00154,0,L1847,14.99,Leak_1053
L1848,65.16,0.00165,0,L1848,65.16,Leak_1054
L1849,306,0.00695,0,L1849,306,Leak_1055
L1849,373.33,0.00641,1,L1849_1,67.33,Leak_1056
L1850,2.23,0.00014,0,L1850,2.23,Leak_1057
L1850,12.81,0.00015,1,L1850_1,10.58,Leak_1058
L1850,139.85,0.00016,2,L1850_2,127.04,Leak_1059
L1852,31.52,0.00098,0,L1852,31.52,Leak_1060
L1852,61.58,0.00084,1,L1852_1,30.06,Leak_1061
L1853,125.42,0.06336,0,L1853,125.42,Leak_1062
L1853,153.61,0.00584,1,L1853_1,28.19,Leak_1063
L1854,32.72,0.000025,0,L1854,32.72,Leak_1064
L1855,98.28,0.00151,0,L1855,98.28,Leak_1065
L1855,151.81,0.00141,1,L1855_1,53.53,Leak_1066
L1855,153.46,0.00165,2,L1855_2,1.65,Leak_1067
L1855,163.21,0.06043,3,L1855_3,9.75,Leak_1068
L1855,163.59,0.00159,4,L1855_4,0.38,Leak_1069
L1856,10.85,0.0026,0,L1856,10.85,Leak_1070
L1856,46.29,0.00253,1,L1856_1,35.44,Leak_1071
L1856,148.84,0.00246,2,L1856_2,102.55,Leak_1072
L1858,22.81,0.00577,0,L1858,22.81,Leak_1073
L1858,342.25,0.00528,1,L1858_1,319.44,Leak_1074
L1860,15.58,0.00156,0,L1860,15.58,Leak_1075
L1861,2.15,0.00098,0,L1861,2.15,Leak_1076
L1861,70.92,0.001,1,L1861_1,68.77,Leak_1077
L1863,77.7,0.00167,0,L1863,77.7,Leak_1078
L1864,10.9,0.00022,0,L1864,10.9,Leak_1079
L1867,24.78,0.0011,0,L1867,24.78,Leak_1080
L1867,36.27,0.00095,1,L1867_1,11.49,Leak_1081
L1867,63.57,0.00099,2,L1867_2,27.3,Leak_1082
L1867,169.88,0.001,3,L1867_3,106.31,Leak_1083
L1868,55.09,0.00277,0,L1868,55.09,Leak_1084
L1868,127.51,0.00284,1,L1868_1,72.42,Leak_1085
L1868,349.11,0.0029,2,L1868_2,221.6,Leak_1086
L1869,60.92,0.00072,0,L1869,60.92,Leak_1087
L1869,70.37,0.00073,1,L1869_1,9.45,Leak_1088
L1869,237.73,0.00072,2,L1869_2,167.36,Leak_1089
L1869,286.47,0.00072,3,L1869_3,48.74,Leak_1090
L187,6.03,0.00263,0,L187,6.03,Leak_1091
L1871,196.36,0.00695,0,L1871,196.36,Leak_1092
L1872,74.24,0.00096,0,L1872,74.24,Leak_1093
L1872,91.68,0.00099,1,L1872_1,17.44,Leak_1094
L1873,20.67,0.00049,0,L1873,20.67,Leak_1095
L1873,112.56,0.00054,1,L1873_1,91.89,Leak_1096
L1874,64.6,0.0016,0,L1874,64.6,Leak_1097
L1875,37,0.00368,0,L1875,37,Leak_1098
L1875,44.77,0.00403,1,L1875_1,7.77,Leak_1099
L1875,177.7,0.01146,2,L1875_2,132.93,Leak_1100
L1876,86.88,0.00282,0,L1876,86.88,Leak_1101
L1876,87.4,0.00242,1,L1876_1,0.52,Leak_1102
L1879,9.94,0.00064,0,L1879,9.94,Leak_1103
L1879,62.08,0.0007,1,L1879_1,52.14,Leak_1104
L1879,97.55,0.00071,2,L1879_2,35.47,Leak_1105
L188,4.42,0.00027,0,L188,4.42,Leak_1106
L188,19.88,0.00026,1,L188_1,15.46,Leak_1107
L1882,139.04,0.00263,0,L1882,139.04,Leak_1108
L1882,243.29,0.00243,1,L1882_1,104.25,Leak_1109
L1882,345.78,0.00277,2,L1882_2,102.49,Leak_1110
L1883,53.62,0.00392,0,L1883,53.62,Leak_1111
L1884,39.96,0.00233,0,L1884,39.96,Leak_1112
L1885,26.4,0.00076,0,L1885,26.4,Leak_1113
L1886,60.8,0.00145,0,L1886,60.8,Leak_1114
L1887,51.11,0.00071,0,L1887,51.11,Leak_1115
L1887,107.6,0.00067,1,L1887_1,56.49,Leak_1116
L1887,125.9,0.00069,2,L1887_2,18.3,Leak_1117
L1888,21.71,0.00064,0,L1888,21.71,Leak_1118
L1888,51.21,0.00061,1,L1888_1,29.5,Leak_1119
L1888,66.03,0.00057,2,L1888_2,14.82,Leak_1120
L1889,46.83,0.00153,0,L1889,46.83,Leak_1121
L1889,64.39,0.00161,1,L1889_1,17.56,Leak_1122
L189,11.56,0.00099,0,L189,11.56,Leak_1123
L189,62.34,0.00089,1,L189_1,50.78,Leak_1124
L1890,2.77,0.00025,0,L1890,2.77,Leak_1125
L1890,19.23,0.00027,1,L1890_1,16.46,Leak_1126
L1891,38.5,0.00155,0,L1891,38.5,Leak_1127
L1893,72.44,0.00186,0,L1893,72.44,Leak_1128
L1893,206.01,0.00198,1,L1893_1,133.57,Leak_1129
L1893,237.72,0.00195,2,L1893_2,31.71,Leak_1130
L1893,440.95,0.00184,3,L1893_3,203.23,Leak_1131
L1894,146.28,0.00243,0,L1894,146.28,Leak_1132
L1896,23.09,0.0002,0,L1896,23.09,Leak_1133
L1896,28.5,0.00022,1,L1896_1,5.41,Leak_1134
L1898,48.35,0.00181,0,L1898,48.35,Leak_1135
L1898,78.69,0.00183,1,L1898_1,30.34,Leak_1136
L1899,10.55,0.00011,0,L1899,10.55,Leak_1137
L19,30.83,0.00508,0,L19,30.83,Leak_1138
L1900,47.31,0.00146,0,L1900,47.31,Leak_1139
L1900,102.13,0.00143,1,L1900_1,54.82,Leak_1140
L1901,242,0.00251,0,L1901,242,Leak_1141
L1901,266.77,0.00261,1,L1901_1,24.77,Leak_1142
L1901,361.75,0.00249,2,L1901_2,94.98,Leak_1143
L1904,221.32,0.00342,0,L1904,221.32,Leak_1144
L1904,239.61,0.00396,1,L1904_1,18.29,Leak_1145
L1904,383.45,0.00347,2,L1904_2,143.84,Leak_1146
L1905,33.98,0.00087,0,L1905,33.98,Leak_1147
L1905,55.1,0.00087,1,L1905_1,21.12,Leak_1148
L1905,71.96,0.00095,2,L1905_2,16.86,Leak_1149
L1906,15.16,0.00054,0,L1906,15.16,Leak_1150
L1906,97.42,0.00049,1,L1906_1,82.26,Leak_1151
L1906,134.49,0.00046,2,L1906_2,37.07,Leak_1152
L1908,32.24,0.00189,0,L1908,32.24,Leak_1153
L1908,136.97,0.00175,1,L1908_1,104.73,Leak_1154
L1908,183.29,0.00188,2,L1908_2,46.32,Leak_1155
L1908,308.35,0.00183,3,L1908_3,125.06,Leak_1156
L1909,2.33,0.0016,0,L1909,2.33,Leak_1157
L1909,20.37,0.00151,1,L1909_1,18.04,Leak_1158
L1909,130.09,0.00144,2,L1909_2,109.72,Leak_1159
L1910,30.82,0.00047,0,L1910,30.82,Leak_1160
L1910,74.24,0.00045,1,L1910_1,43.42,Leak_1161
L1910,130.39,0.00048,2,L1910_2,56.15,Leak_1162
L1910,233.33,0.0005,3,L1910_3,102.94,Leak_1163
L1911,34.64,0.00132,0,L1911,34.64,Leak_1164
L1913,8.41,0.000092,0,L1913,8.41,Leak_1165
L1913,9.11,0.00011,1,L1913_1,0.7,Leak_1166
L1918,90.69,0.00538,0,L1918,90.69,Leak_1167
L1919,51.84,0.0013,0,L1919,51.84,Leak_1168
L1919,60.55,0.00124,1,L1919_1,8.71,Leak_1169
L1919,192.94,0.00131,2,L1919_2,132.39,Leak_1170
L1919,334.43,0.00113,3,L1919_3,141.49,Leak_1171
L1919,353.69,0.0012,4,L1919_4,19.26,Leak_1172
L1919,459.38,0.0011,5,L1919_5,105.69,Leak_1173
L1919,485.14,0.00127,6,L1919_6,25.76,Leak_1174
L1919,577.31,0.00133,7,L1919_7,92.17,Leak_1175
L192,19.96,0.00149,0,L192,19.96,Leak_1176
L1921,0.45,0.000054,0,L1921,0.45,Leak_1177
L1924,79.99,0.0026,0,L1924,79.99,Leak_1178
L1924,115.59,0.00292,1,L1924_1,35.6,Leak_1179
L1924,374.99,0.00283,2,L1924_2,259.4,Leak_1180
L1924,629.15,0.0024,3,L1924_3,254.16,Leak_1181
L1924,736.89,0.00253,4,L1924_4,107.74,Leak_1182
L1926,240.21,0.0036,0,L1926,240.21,Leak_1183
L1927,66.7,0.00118,0,L1927,66.7,Leak_1184
L1927,67.04,0.00131,1,L1927_1,0.34,Leak_1185
L193,4.02,0.00015,0,L193,4.02,Leak_1186
L193,12.27,0.00013,1,L193_1,8.25,Leak_1187
L1930,16.21,0.00268,0,L1930,16.21,Leak_1188
L1931,15.11,0.00143,0,L1931,15.11,Leak_1189
L1931,47.24,0.00127,1,L1931_1,32.13,Leak_1190
L1931,81.07,0.0015,2,L1931_2,33.83,Leak_1191
L1932,1.74,0.00044,0,L1932,1.74,Leak_1192
L1932,39.1,0.00044,1,L1932_1,37.36,Leak_1193
L1934,224,0.00187,0,L1934,224,Leak_1194
L1936,92.12,0.00155,0,L1936,92.12,Leak_1195
L1937,9.07,0.00079,0,L1937,9.07,Leak_1196
L1937,153.8,0.00079,1,L1937_1,144.73,Leak_1197
L1938,35.81,0.00391,0,L1938,35.81,Leak_1198
L1938,87.16,0.00416,1,L1938_1,51.35,Leak_1199
L1939,27.41,0.00495,0,L1939,27.41,Leak_1200
L1939,168.44,0.00462,1,L1939_1,141.03,Leak_1201
L194,7.91,0.00074,0,L194,7.91,Leak_1202
L194,10.42,0.05944,1,L194_1,2.51,Leak_1203
L1940,110.73,0.02779,0,L1940,110.73,Leak_1204
L1940,140.97,0.00189,1,L1940_1,30.24,Leak_1205
L1940,215.68,0.00173,2,L1940_2,74.71,Leak_1206
L1940,222.05,0.00187,3,L1940_3,6.37,Leak_1207
L1940,261.37,0.00156,4,L1940_4,39.32,Leak_1208
L1941,7.03,0.00013,0,L1941,7.03,Leak_1209
L1941,25.03,0.00015,1,L1941_1,18,Leak_1210
L1942,128.93,0.01688,0,L1942,128.93,Leak_1211
L1943,117.01,0.00067,0,L1943,117.01,Leak_1212
L1943,127.02,0.00072,1,L1943_1,10.01,Leak_1213
L1943,137.1,0.00068,2,L1943_2,10.08,Leak_1214
L1943,138.51,0.0007,3,L1943_3,1.41,Leak_1215
L1943,256.7,0.00076,4,L1943_4,118.19,Leak_1216
L1943,359.42,0.00066,5,L1943_5,102.72,Leak_1217
L1945,3,0.00174,0,L1945,3,Leak_1218
L1945,52.91,0.00167,1,L1945_1,49.91,Leak_1219
L1945,116.6,0.00174,2,L1945_2,63.69,Leak_1220
L1946,13.94,0.00053,0,L1946,13.94,Leak_1221
L1948,183.41,0.00876,0,L1948,183.41,Leak_1222
L1948,512.6,0.00989,1,L1948_1,329.19,Leak_1223
L195,37.07,0.00063,0,L195,37.07,Leak_1224
L195,55.5,0.00059,1,L195_1,18.43,Leak_1225
L195,95.8,0.00061,2,L195_2,40.3,Leak_1226
L1950,14.88,0.00022,0,L1950,14.88,Leak_1227
L1952,228.42,0.00537,0,L1952,228.42,Leak_1228
L1956,8.57,0.00636,0,L1956,8.57,Leak_1229
L1958,65.72,0.00222,0,L1958,65.72,Leak_1230
L1959,3.46,0.00116,0,L1959,3.46,Leak_1231
L1960,45.64,0.00042,0,L1960,45.64,Leak_1232
L1962,37.95,0.00145,0,L1962,37.95,Leak_1233
L1962,51.59,0.00161,1,L1962_1,13.64,Leak_1234
L1965,122.56,0.00262,0,L1965,122.56,Leak_1235
L1965,137.53,0.0028,1,L1965_1,14.97,Leak_1236
L1965,241.44,0.00284,2,L1965_2,103.91,Leak_1237
L1965,386.05,0.00309,3,L1965_3,144.61,Leak_1238
L1965,428.41,0.00287,4,L1965_4,42.36,Leak_1239
L1965,439.97,0.0028,5,L1965_5,11.56,Leak_1240
L1965,499.49,0.00259,6,L1965_6,59.52,Leak_1241
L1969,72.4,0.00307,0,L1969,72.4,Leak_1242
L1969,78.59,0.00308,1,L1969_1,6.19,Leak_1243
L1969,271.04,0.00339,2,L1969_2,192.45,Leak_1244
L197,0.84,0.0002,0,L197,0.84,Leak_1245
L1970,16.38,0.00348,0,L1970,16.38,Leak_1246
L1970,243.23,0.0038,1,L1970_1,226.85,Leak_1247
L1971,0.79,0.000012,0,L1971,0.79,Leak_1248
L1972,495.87,0.01133,0,L1972,495.87,Leak_1249
L1973,156.81,0.00566,0,L1973,156.81,Leak_1250
L1974,300.65,0.00405,0,L1974,300.65,Leak_1251
L1974,413.56,0.00437,1,L1974_1,112.91,Leak_1252
L1974,444.53,0.00411,2,L1974_2,30.97,Leak_1253
L1974,745.75,0.00408,3,L1974_3,301.22,Leak_1254
L1974,796.69,0.0042,4,L1974_4,50.94,Leak_1255
L1975,3.31,0.00008,0,L1975,3.31,Leak_1256
L1976,14.75,0.000004,0,L1976,14.75,Leak_1257
L1976,33.97,0.000003,1,L1976_1,19.22,Leak_1258
L1976,70.27,0.000003,2,L1976_2,36.3,Leak_1259
L1977,23.71,0.00154,0,L1977,23.71,Leak_1260
L1977,85.38,0.00162,1,L1977_1,61.67,Leak_1261
L1977,282.69,0.00151,2,L1977_2,197.31,Leak_1262
L1977,341.16,0.00165,3,L1977_3,58.47,Leak_1263
L1978,11.92,0.00074,0,L1978,11.92,Leak_1264
L1978,22.36,0.00072,1,L1978_1,10.44,Leak_1265
L1979,41.64,0.00027,0,L1979,41.64,Leak_1266
L1979,63.8,0.0003,1,L1979_1,22.16,Leak_1267
L1979,161.91,0.00028,2,L1979_2,98.11,Leak_1268
L198,107.16,0.01779,0,L198,107.16,Leak_1269
L1980,16.56,0.02083,0,L1980,16.56,Leak_1270
L1980,61.36,0.00111,1,L1980_1,44.8,Leak_1271
L1980,101.29,0.00113,2,L1980_2,39.93,Leak_1272
L1985,94.33,0.0867,0,L1985,94.33,Leak_1273
L1986,6.02,0.00026,0,L1986,6.02,Leak_1274
L1987,1.35,0.00048,0,L1987,1.35,Leak_1275
L1987,33.69,0.00043,1,L1987_1,32.34,Leak_1276
L1988,62.9,0.000049,0,L1988,62.9,Leak_1277
L1989,63.6,0.00104,0,L1989,63.6,Leak_1278
L1989,67.79,0.00118,1,L1989_1,4.19,Leak_1279
L199,54.1,0.00084,0,L199,54.1,Leak_1280
L199,60.26,0.00083,1,L199_1,6.16,Leak_1281
L1991,2.7,0.000059,0,L1991,2.7,Leak_1282
L1992,0.56,0.00014,0,L1992,0.56,Leak_1283
L1993,50.5,0.00059,0,L1993,50.5,Leak_1284
L1993,61.96,0.00053,1,L1993_1,11.46,Leak_1285
L1994,2.36,0.0002,0,L1994,2.36,Leak_1286
L1996,10.17,0.00196,0,L1996,10.17,Leak_1287
L1997,5.82,0.00011,0,L1997,5.82,Leak_1288
L1999,6.44,0.00113,0,L1999,6.44,Leak_1289
L1999,113.4,0.00115,1,L1999_1,106.96,Leak_1290
L2,7.32,0.000047,0,L2,7.32,Leak_1291
L20,63.35,0.00098,0,L20,63.35,Leak_1292
L20,68.1,0.00096,1,L20_1,4.75,Leak_1293
L2000,20.76,0.00198,0,L2000,20.76,Leak_1294
L2000,71.68,0.00202,1,L2000_1,50.92,Leak_1295
L2002,13.7,0.00095,0,L2002,13.7,Leak_1296
L2005,20.36,0.00088,0,L2005,20.36,Leak_1297
L2005,79.1,0.0009,1,L2005_1,58.74,Leak_1298
L2005,112.38,0.00081,2,L2005_2,33.28,Leak_1299
L2007,2.2,0.00032,0,L2007,2.2,Leak_1300
L2008,14.68,0.00029,0,L2008,14.68,Leak_1301
L201,28.48,0.000001,0,L201,28.48,Leak_1302
L2010,17.19,0.00023,0,L2010,17.19,Leak_1303
L2010,31.44,0.00023,1,L2010_1,14.25,Leak_1304
L2011,3.6,0.00013,0,L2011,3.6,Leak_1305
L2012,15.37,0.00048,0,L2012,15.37,Leak_1306
L2013,13.63,0.00105,0,L2013,13.63,Leak_1307
L2013,72.34,0.001,1,L2013_1,58.71,Leak_1308
L2015,42.27,0.00235,0,L2015,42.27,Leak_1309
L2017,18.25,0.00087,0,L2017,18.25,Leak_1310
L2018,23.56,0.00151,0,L2018,23.56,Leak_1311
L202,25,0.00117,0,L202,25,Leak_1312
L2022,49.01,0.00194,0,L2022,49.01,Leak_1313
L2025,1.69,0.00018,0,L2025,1.69,Leak_1314
L2027,21.7,0.00111,0,L2027,21.7,Leak_1315
L2029,39.9,0.03749,0,L2029,39.9,Leak_1316
L2029,54.06,0.00118,1,L2029_1,14.16,Leak_1317
L2029,81.26,0.001,2,L2029_2,27.2,Leak_1318
L2030,54.82,0.00024,0,L2030,54.82,Leak_1319
L2033,14.69,0.0004,0,L2033,14.69,Leak_1320
L2035,48.52,0.00169,0,L2035,48.52,Leak_1321
L2035,111.2,0.00177,1,L2035_1,62.68,Leak_1322
L2035,141.94,0.00153,2,L2035_2,30.74,Leak_1323
L2036,23.99,0.000005,0,L2036,23.99,Leak_1324
L2037,2.09,0.00012,0,L2037,2.09,Leak_1325
L2038,42.66,0.00158,0,L2038,42.66,Leak_1326
L2038,86.81,0.00145,1,L2038_1,44.15,Leak_1327
L2038,95.95,0.0425,2,L2038_2,9.14,Leak_1328
L2040,5.07,0.00027,0,L2040,5.07,Leak_1329
L2041,37.02,0.000085,0,L2041,37.02,Leak_1330
L2043,17.91,0.00041,0,L2043,17.91,Leak_1331
L2043,23.01,0.00036,1,L2043_1,5.1,Leak_1332
L2050,6.74,0.00102,0,L2050,6.74,Leak_1333
L2052,4.7,0.000077,0,L2052,4.7,Leak_1334
L2052,7.69,0.000095,1,L2052_1,2.99,Leak_1335
L2054,27.7,0.00209,0,L2054,27.7,Leak_1336
L2054,79.8,0.00191,1,L2054_1,52.1,Leak_1337
L2055,0.59,0.000009,0,L2055,0.59,Leak_1338
L2056,3.19,0.00073,0,L2056,3.19,Leak_1339
L2059,91.43,0.00097,0,L2059,91.43,Leak_1340
L206,0.67,0.000028,0,L206,0.67,Leak_1341
L2061,1.19,0.000014,0,L2061,1.19,Leak_1342
L2063,0.37,0.00018,0,L2063,0.37,Leak_1343
L2064,11.82,0.00023,0,L2064,11.82,Leak_1344
L2064,12.55,0.0002,1,L2064_1,0.73,Leak_1345
L2065,8.57,0.00013,0,L2065,8.57,Leak_1346
L2066,3.03,0.000077,0,L2066,3.03,Leak_1347
L2067,74.25,0.0007,0,L2067,74.25,Leak_1348
L2068,2.8,0.000091,0,L2068,2.8,Leak_1349
L2069,16.48,0.00099,0,L2069,16.48,Leak_1350
L2069,30.46,0.00101,1,L2069_1,13.98,Leak_1351
L207,7.39,0.00105,0,L207,7.39,Leak_1352
L207,55.57,0.00108,1,L207_1,48.18,Leak_1353
L207,101.36,0.0011,2,L207_2,45.79,Leak_1354
L2070,18.48,0.00127,0,L2070,18.48,Leak_1355
L2071,0.19,0.00021,0,L2071,0.19,Leak_1356
L2072,87.2,0.00054,0,L2072,87.2,Leak_1357
L2072,139.69,0.00049,1,L2072_1,52.49,Leak_1358
L2074,16.94,0.00102,0,L2074,16.94,Leak_1359
L2075,22.98,0.0005,0,L2075,22.98,Leak_1360
L2077,15.01,0.00091,0,L2077,15.01,Leak_1361
L2077,40.79,0.00097,1,L2077_1,25.78,Leak_1362
L2078,2.29,0.00011,0,L2078,2.29,Leak_1363
L2079,41.57,0.00068,0,L2079,41.57,Leak_1364
L208,39.45,0.00219,0,L208,39.45,Leak_1365
L208,90.46,0.00252,1,L208_1,51.01,Leak_1366
L2080,25.06,0.00025,0,L2080,25.06,Leak_1367
L2080,26.82,0.00026,1,L2080_1,1.76,Leak_1368
L2081,8.26,0.000091,0,L2081,8.26,Leak_1369
L2081,20.34,0.000088,1,L2081_1,12.08,Leak_1370
L2082,0.75,0.000035,0,L2082,0.75,Leak_1371
L2082,21.62,0.000033,1,L2082_1,20.87,Leak_1372
L2083,2.12,0.000081,0,L2083,2.12,Leak_1373
L2084,78.74,0.00277,0,L2084,78.74,Leak_1374
L2085,6.67,0.000026,0,L2085,6.67,Leak_1375
L2086,51.06,0.00417,0,L2086,51.06,Leak_1376
L2086,319.16,0.00404,1,L2086_1,268.1,Leak_1377
L2086,424.86,0.00423,2,L2086_2,105.7,Leak_1378
L2086,490.82,0.00352,3,L2086_3,65.96,Leak_1379
L2089,42.56,0.0012,0,L2089,42.56,Leak_1380
L209,4.91,0.000098,0,L209,4.91,Leak_1381
L2091,2.16,0.000041,0,L2091,2.16,Leak_1382
L2092,4.48,0.00026,0,L2092,4.48,Leak_1383
L2093,0.22,0.000067,0,L2093,0.22,Leak_1384
L2094,16.03,0.00431,0,L2094,16.03,Leak_1385
L2094,196.99,0.00369,1,L2094_1,180.96,Leak_1386
L2095,95.33,0.00124,0,L2095,95.33,Leak_1387
L2095,163.15,0.0013,1,L2095_1,67.82,Leak_1388
L2096,173.9,0.00245,0,L2096,173.9,Leak_1389
L2097,0.04,0.00055,0,L2097,0.04,Leak_1390
L2097,45.34,0.00059,1,L2097_1,45.3,Leak_1391
L2098,37.35,0.0009,0,L2098,37.35,Leak_1392
L21,78.83,0.00474,0,L21,78.83,Leak_1393
L210,15.49,0.00076,0,L210,15.49,Leak_1394
L2100,14.59,0.00084,0,L2100,14.59,Leak_1395
L2101,117.87,0.00248,0,L2101,117.87,Leak_1396
L2102,14.54,0.00103,0,L2102,14.54,Leak_1397
L2102,36.55,0.00102,1,L2102_1,22.01,Leak_1398
