ID,Node1,Node2,Length,Diameter,Roughness,MinorLoss,Status
L603,N633,N634,234.5,63,80.11,0,OPEN
L607,N635,N636,50.38,63,88.99,0,OPEN
L608,N637,N635,28.67,63,101.91,0,OPEN
L609,N638,N637,29.57,63,82.81,0,OPEN
L610,N636,N638,124.2,63,117.59,0,OPEN
L611,N639,N640,190.92,63,117.71,0,OPEN
L612,N639,N641,144.65,63,86.29,0,OPEN
L615,N636,N644,5.52,63,102.17,0,OPEN
L616,N644,N645,74.49,63,81.65,0,OPEN
L620,N646,N648,120.08,63,119.78,0,OPEN
L621,N648,N649,39.93,63,81.63,0,OPEN
L622,N648,N650,78.45,63,109.63,0,OPEN
L628,N656,N654,16.19,63,95.38,0,OPEN
L629,N657,N654,39.75,63,93.97,0,OPEN
L643,N666,N670,115.42,63,96.22,0,OPEN
L647,N672,N620,104.73,63,109.75,0,OPEN
L656,N678,N680,45.92,63,92.66,0,OPEN
L671,N693,N694,173.54,63,101.35,0,OPEN
L675,N699,N700,23.29,63,95.35,0,OPEN
L676,N701,N702,124.66,63,88.24,0,OPEN
L680,N701,N706,102.3,63,93.57,0,OPEN
L681,N706,N707,45.16,63,118.58,0,OPEN
L682,N706,N700,71.1,63,81.27,0,OPEN
L684,N708,N699,56.32,63,90.88,0,OPEN
L685,N709,N699,76.08,63,119.06,0,OPEN
L687,N710,N711,10.55,63,97.84,0,OPEN
L690,N712,N713,10.37,63,85.78,0,OPEN
L695,N718,N719,8.27,63,80.54,0,OPEN
L696,N719,N720,212.23,63,93.04,0,OPEN
L697,N720,N719,84.07,63,106.03,0,OPEN
L710,N733,N732,49.51,63,105.8,0,OPEN
L724,N745,N747,53.58,63,84.55,0,OPEN
L726,N749,N684,99.1,63,78.65,0,OPEN
L748,N767,N768,81.67,63,109.39,0,OPEN
L749,N769,N767,34.1,63,116.75,0,OPEN
L762,N780,N779,117.56,63,114.39,0,OPEN
L763,N779,N781,164.1,63,109.07,0,OPEN
L773,N786,N787,166.58,63,99.54,0,OPEN
L774,N788,N789,82.38,63,116.71,0,OPEN
L775,N787,N788,30.31,63,108.85,0,OPEN
L78,N118,N117,178.13,63,96.8,0,OPEN
L780,N793,N794,24.63,63,87.08,0,OPEN
L781,N794,N30,112.44,63,98.53,0,OPEN
L784,N797,N798,26.45,63,90.04,0,OPEN
L785,N799,N797,45.08,63,92.87,0,OPEN
L786,N797,N781,185.11,63,87.93,0,OPEN
L799,N811,N812,26.25,63,118.44,0,OPEN
L800,N812,N813,48.39,63,79.27,0,OPEN
L801,N812,N810,13.63,63,103.88,0,OPEN
L803,N802,N814,77.31,63,104.58,0,OPEN
L818,N585,N588,10.19,63,110.87,0,OPEN
L819,N585,N825,16.21,63,117.14,0,OPEN
L83,N122,N70,23.49,63,79.65,0,OPEN
L84,N70,N123,82.37,63,85.33,0,OPEN
L85,N122,N124,106.66,63,101.18,0,OPEN
L865,N872,N870,32.48,63,81.23,0,OPEN
L87,N125,N127,259.49,63,92.77,0,OPEN
L88,N128,N125,58.36,63,102.85,0,OPEN
L887,N885,N883,8.05,63,82.84,0,OPEN
L895,N893,N892,43.5,63,88.71,0,OPEN
L905,N905,N906,165.91,63,103.41,0,OPEN
L907,N909,N910,10.5,63,97.12,0,OPEN
L908,N910,N911,132.14,63,101.22,0,OPEN
L909,N910,N908,35.99,63,85.64,0,OPEN
L918,N918,N920,164.04,63,93.35,0,OPEN
L92,N131,N130,110.71,63,118.41,0,OPEN
L922,N924,N921,50.38,63,92.72,0,OPEN
L923,N925,N920,13.42,63,91.06,0,OPEN
L924,N925,N926,32.27,63,111.42,0,OPEN
L925,N925,N927,76.6,63,102.9,0,OPEN
L926,N928,N915,360.71,63,81.54,0,OPEN
L947,N841,N949,51.88,63,90.15,0,OPEN
L953,N942,N953,8.49,63,106.29,0,OPEN
L954,N953,N954,11.31,63,118.23,0,OPEN
L955,N955,N953,102.8,63,79.85,0,OPEN
L96,N135,N134,40.4,63,85.84,0,OPEN
L960,N960,N958,8.14,63,111.37,0,OPEN
L961,N960,N961,60.8,63,105.33,0,OPEN
L962,N911,N960,310.04,63,92.99,0,OPEN
L963,N962,N963,57.5,63,97.74,0,OPEN
L966,N964,N962,75.39,63,109.86,0,OPEN
L967,N962,N965,49.55,63,93.87,0,OPEN
L971,N600,N602,76.77,63,78.64,0,OPEN
L972,N602,N967,13.8,63,91.9,0,OPEN
L1060,N1066,N1067,107.12,63,107.31,0,OPEN
L1310,N1289,N1066,152.19,63,112.98,0,OPEN
L1311,N1289,N1291,203.59,63,107.06,0,OPEN
L1312,N1291,N1292,235.34,63,105.37,0,OPEN
L1313,N1291,N1293,113.46,63,80.05,0,OPEN
L1315,N1294,N1295,109.59,63,101.02,0,OPEN
L1325,N1302,N1303,125.29,63,93.94,0,OPEN
L1333,N1313,N1311,159.18,63,118.52,0,OPEN
L1335,N1315,N1316,151.19,63,113.2,0,OPEN
L1336,N1317,N1318,61.21,63,102.54,0,OPEN
L1337,N1319,N1317,56.64,63,118.72,0,OPEN
L1369,N1349,N1350,197.32,63,85.16,0,OPEN
L1370,N1350,N1351,135.21,63,114.19,0,OPEN
L1375,N1350,N1356,101.74,63,116.03,0,OPEN
L1378,N1358,N1359,86.59,63,109.05,0,OPEN
L1379,N1356,N1360,230.46,63,85.33,0,OPEN
L1383,N1361,N1363,181.15,63,99.04,0,OPEN
L1384,N1362,N1364,93.11,63,118.04,0,OPEN
L1385,N1364,N1351,234.91,63,94.79,0,OPEN
L1386,N1364,N1365,125.22,63,118.96,0,OPEN
L1388,N1366,N1365,116.81,63,101.88,0,OPEN
L1395,N1374,N1375,137.12,63,90.59,0,OPEN
L1400,N1378,N1379,158.34,63,119.07,0,OPEN
L1403,N1379,N1382,28.67,63,112.32,0,OPEN
L1404,N1379,N1380,60.74,63,110.65,0,OPEN
L1405,N1383,N1384,117.9,63,99.33,0,OPEN
L1407,N1385,N1386,80.46,63,116.64,0,OPEN
L1408,N1387,N1388,74.42,63,84.27,0,OPEN
L1412,N1394,N1395,72.99,63,96.07,0,OPEN
L1414,N1396,N1397,59.83,63,84.8,0,OPEN
L1416,N1393,N1399,192.03,63,112.99,0,OPEN
L1417,N1392,N1400,63.87,63,106.9,0,OPEN
L1418,N1400,N1401,97.62,63,114.2,0,OPEN
L142,N186,N187,59.53,63,119.48,0,OPEN
L1420,N1402,N1400,35.24,63,90.39,0,OPEN
L1424,N1403,N1404,42.9,63,115.57,0,OPEN
L1425,N1365,N1370,5.46,63,78.98,0,OPEN
L1426,N1405,N1390,100.91,63,94.95,0,OPEN
L1435,N1414,N1408,240.7,63,109.66,0,OPEN
L1436,N1415,N1416,339.58,63,106.28,0,OPEN
L1448,N1421,N1419,158.6,63,87.58,0,OPEN
L1455,N1433,N1434,130.02,63,111.41,0,OPEN
L1456,N1431,N1435,134.57,63,104.4,0,OPEN
L1487,N1447,N1469,61.77,63,86.91,0,OPEN
L1489,N1466,N1471,11.49,63,92.18,0,OPEN
L1490,N1471,N1472,6.15,63,92.35,0,OPEN
L1491,N1472,N1473,171.7,63,93.49,0,OPEN
L1492,N1472,N1474,130.15,63,113.36,0,OPEN
L1493,N1471,N1475,70.63,63,85.77,0,OPEN
L1494,N1476,N1477,72.29,63,82.81,0,OPEN
L1495,N1477,N1478,133.09,63,84.23,0,OPEN
L1497,N1470,N1477,9.86,63,87.09,0,OPEN
L1514,N1496,N1497,134.58,63,86.72,0,OPEN
L1516,N1498,N1495,153.24,63,90.21,0,OPEN
L1518,N1499,N1500,118.44,63,96.14,0,OPEN
L1529,N1506,N1510,104.05,63,107.02,0,OPEN
L1530,N1510,N1511,228.36,63,87.71,0,OPEN
L1531,N1510,N1512,61.42,63,87.74,0,OPEN
L1533,N1513,N1514,75.51,63,98.88,0,OPEN
L1535,N1515,N1516,59.11,63,119.65,0,OPEN
L1550,N1528,N1529,84.57,63,113.9,0,OPEN
L1553,N1524,N1532,64.92,63,90.43,0,OPEN
L1554,N1532,N1533,47.18,63,84.84,0,OPEN
L1555,N1532,N1534,152.73,63,105.64,0,OPEN
L1556,N1521,N1535,228.95,63,99.79,0,OPEN
L1561,N1536,N1540,332,63,118.32,0,OPEN
L1566,N1543,N1546,312.4,63,107.51,0,OPEN
L1567,N1543,N1547,171.66,63,108.87,0,OPEN
L1570,N1549,N1550,188.77,63,116.19,0,OPEN
L1572,N1527,N1551,55,63,100.11,0,OPEN
L1573,N1544,N1552,3.13,63,79.32,0,OPEN
L1575,N1554,N1555,387.92,63,102.74,0,OPEN
L1578,N1557,N1558,127.96,63,119.08,0,OPEN
L1580,N1559,N1560,106.09,63,93.68,0,OPEN
L1583,N1563,N1564,198.42,63,103.69,0,OPEN
L1584,N1564,N1565,82.5,63,115.95,0,OPEN
L1585,N1564,N1566,229.17,63,100.69,0,OPEN
L1587,N1567,N1568,383.75,63,93.69,0,OPEN
L1598,N1579,N1580,250.04,63,88.24,0,OPEN
L1603,N1583,N1584,78.63,63,82.96,0,OPEN
L1604,N1583,N1585,64.41,63,114.61,0,OPEN
L1607,N1588,N1589,64.33,63,91.8,0,OPEN
L1608,N1588,N1590,134.25,63,103.95,0,OPEN
L1609,N1586,N1591,10.2,63,91.08,0,OPEN
L1610,N1591,N1592,321.06,63,94.84,0,OPEN
L1611,N1592,N1593,152.09,63,106.58,0,OPEN
L1612,N1592,N1577,250.89,63,103.76,0,OPEN
L1613,N1591,N1594,129.68,63,103.93,0,OPEN
L1616,N1598,N1599,333.97,63,103.15,0,OPEN
L1618,N1600,N1601,249.74,63,107.34,0,OPEN
L1620,N1602,N1603,135.1,63,106,0,OPEN
L1621,N1575,N1604,163.3,63,90.83,0,OPEN
L1622,N1605,N1588,117.21,63,81.29,0,OPEN
L1640,N1628,N1629,161.27,63,98.33,0,OPEN
L1642,N1631,N1632,68.89,63,78.55,0,OPEN
L1643,N1633,N1634,90.16,63,80.2,0,OPEN
L1648,N1634,N1639,8.56,63,87.86,0,OPEN
L1649,N1639,N1640,84.06,63,99.19,0,OPEN
L1656,N1646,N1647,133.35,63,80.21,0,OPEN
L1657,N1648,N1649,53.76,63,115.93,0,OPEN
L1665,N1651,N1654,95.83,63,79.48,0,OPEN
L1666,N1027,N1655,130.91,63,108.65,0,OPEN
L1667,N1649,N1650,28.95,63,81.79,0,OPEN
L1668,N1649,N1656,15.28,63,89.61,0,OPEN
L1671,N1657,N1659,91.27,63,111.84,0,OPEN
L1677,N1665,N1666,21.11,63,94.71,0,OPEN
L1678,N1666,N1667,71.76,63,110.42,0,OPEN
L1683,N1666,N1672,170.77,63,113.46,0,OPEN
L1685,N1312,N1674,87.02,63,86.2,0,OPEN
L1687,N1675,N1676,96.88,63,80.8,0,OPEN
L1703,N1691,N1692,122.42,63,113.53,0,OPEN
L1708,N1696,N1783,360.96,75,85.37,0,OPEN
L1709,N1694,N1698,83.25,63,98.81,0,OPEN
L1710,N1694,N1699,86.67,63,88.61,0,OPEN
L1711,N1693,N1700,81.15,63,92,0,OPEN
L1716,N1705,N1315,66.9,63,112.77,0,OPEN
L1717,N1315,N1706,182.86,63,103.98,0,OPEN
L1719,N3000,N1709,106.27,63,85.88,0,OPEN
L1723,N1713,N1714,140.01,63,117.49,0,OPEN
L1724,N1713,N1715,68.64,63,118.97,0,OPEN
L1727,N1717,N1718,87.38,63,112.67,0,OPEN
L1728,N1718,N1719,85.84,63,84.01,0,OPEN
L1729,N1718,N1720,8.98,63,95.69,0,OPEN
L1730,N1717,N1721,85.37,63,95.31,0,OPEN
L1731,N1722,N1711,83.84,63,97.99,0,OPEN
L1733,N1723,N1724,39.73,63,91.54,0,OPEN
L1739,N1729,N1731,220.05,63,117.66,0,OPEN
L1740,N1729,N1732,90.81,63,118.25,0,OPEN
L1741,N1732,N1733,67.75,63,87.63,0,OPEN
L1742,N1733,N1734,106.96,63,95.43,0,OPEN
L1743,N1734,N1735,44.03,63,113.99,0,OPEN
L1744,N1734,N1736,163.25,63,106.47,0,OPEN
L1745,N1733,N1737,140.17,63,107.59,0,OPEN
L1746,N1733,N1738,133.7,63,107.32,0,OPEN
L1747,N1738,N1739,51.36,63,118.98,0,OPEN
L1748,N1738,N1740,392.56,63,104.74,0,OPEN
L1749,N1732,N1741,125.64,63,87,0,OPEN
L1758,N1750,N1751,88.61,63,88.45,0,OPEN
L1759,N1747,N1752,214.7,63,80,0,OPEN
L1760,N1752,N1753,208.88,63,84.94,0,OPEN
L1761,N1752,N1754,145.89,63,87.81,0,OPEN
L1763,N1755,N1756,234.14,63,88.62,0,OPEN
L1767,N1760,N1763,88.41,63,104.36,0,OPEN
L1768,N1763,N1764,86,63,82.17,0,OPEN
L1769,N1763,N1765,151.07,63,115.22,0,OPEN
L1770,N1765,N1757,241.19,63,102.87,0,OPEN
L1772,N1765,N1767,170.7,63,99.86,0,OPEN
L1776,N1754,N1770,104.57,63,81.76,0,OPEN
L1780,N1774,N1775,121.72,40,112.55,0,OPEN
L1781,N1776,N1777,277.25,63,100.34,0,OPEN
L1790,N1295,N1787,304.14,63,80.49,0,OPEN
L1795,N1791,N1792,120.93,63,97.82,0,OPEN
L1813,N1808,N1809,97.26,63,91.08,0,OPEN
L1816,N1290,N1807,104.46,63,80.84,0,OPEN
L1817,N1290,N1813,317.59,63,113.23,0,OPEN
L1818,N1813,N1804,118.77,63,105.21,0,OPEN
L1835,N1829,N1830,233.12,63,94.95,0,OPEN
L1836,N1830,N1831,110.5,63,109.93,0,OPEN
L1837,N1830,N1479,113.17,63,97.8,0,OPEN
L1840,N1833,N1835,5.66,63,114.55,0,OPEN
L1842,N1836,N1837,68.1,63,103.43,0,OPEN
L1843,N1837,N1838,360.76,63,81.88,0,OPEN
L1844,N1838,N1839,461.75,63,102.29,0,OPEN
L1845,N1835,N1840,430.47,63,110.78,0,OPEN
L1847,N1834,N1842,77.01,63,115.48,0,OPEN
L1849,N1844,N1845,380.12,63,81.4,0,OPEN
L1850,N1845,N1846,146.92,63,96.02,0,OPEN
L1851,N1846,N1847,68.35,63,109.3,0,OPEN
L1855,N1850,N1851,191.68,63,94.54,0,OPEN
L1856,N1851,N1852,272.49,63,119.21,0,OPEN
L1871,N1865,N1868,302.81,63,98.43,0,OPEN
L1872,N1867,N1869,104.65,63,97.38,0,OPEN
L1873,N1869,N1870,126.43,63,92,0,OPEN
L1874,N1869,N1871,66.29,63,108.05,0,OPEN
L1878,N1874,N1875,71.73,63,83.47,0,OPEN
L1880,N1876,N1877,199.5,63,89.25,0,OPEN
L1884,N1880,N1881,116.11,63,89.94,0,OPEN
L1886,N1882,N1883,76.96,63,107.43,0,OPEN
L1898,N1889,N1895,396.84,63,85.38,0,OPEN
L1902,N1885,N1899,86.98,63,110.12,0,OPEN
L1903,N1900,N1901,106.21,63,99.6,0,OPEN
L1904,N1900,N1902,492.03,63,91.08,0,OPEN
L1906,N1901,N1904,174.45,63,87.47,0,OPEN
L1907,N1904,N1905,134.45,63,95.99,0,OPEN
L1908,N1905,N1906,385.77,63,84.79,0,OPEN
L1909,N1905,N1907,176.77,63,102.26,0,OPEN
L1941,N1941,N1942,57.44,63,106.9,0,OPEN
L1943,N1943,N1944,364.88,63,79.34,0,OPEN
L1944,N1432,N1943,55.9,63,101.55,0,OPEN
L1946,N1449,N1947,33.01,63,116.52,0,OPEN
L1947,N1947,N1948,40.96,63,94.87,0,OPEN
L1950,N1523,N1951,19.44,63,95.82,0,OPEN
L1953,N1545,N1953,152.4,63,118.09,0,OPEN
L1958,N1907,N1958,98.69,63,83.38,0,OPEN
L1961,N1961,N1725,54.09,63,117.14,0,OPEN
L1962,N1719,N1962,119.67,63,87.79,0,OPEN
L1970,N1816,N1967,460.82,63,107.21,0,OPEN
L1979,N1898,N1973,184.36,63,111.62,0,OPEN
L1981,N1890,N1975,64.56,63,96.44,0,OPEN
L1982,N1975,N1976,43.14,63,99,0,OPEN
L2096,N2075,N2076,194.68,63,111.24,0,OPEN
L2100,N2083,N2084,32.36,63,91.87,0,OPEN
L2102,N2082,N2087,71.8,63,79.28,0,OPEN
L2108,N2095,N2096,356.96,63,100.69,0,OPEN
L2117,N2108,N2109,11.18,63,119.96,0,OPEN
L2123,N2116,N2086,84.91,63,118.03,0,OPEN
L2131,N2126,N2120,198.82,63,84.2,0,OPEN
L2133,N2122,N2077,171.19,63,94.67,0,OPEN
L2136,N2129,N2130,208.04,63,78.99,0,OPEN
L2140,N2134,N2135,44.23,63,85.67,0,OPEN
L2141,N2136,N2137,77.61,63,105.98,0,OPEN
L2142,N2138,N2139,8.02,63,84.97,0,OPEN
L2143,N2140,N2078,88.72,63,89.7,0,OPEN
L2145,N2080,N2142,248.33,63,104.91,0,OPEN
L2150,N2149,N2150,567.7,63,82.52,0,OPEN
L2151,N2151,N2152,94.26,63,79.94,0,OPEN
L2153,N2155,N2076,303.84,63,101.09,0,OPEN
L2154,N2075,N2109,208.08,63,109.3,0,OPEN
L2157,N2158,N2159,77.64,63,89.14,0,OPEN
L2158,N2160,N2161,141.1,63,98.22,0,OPEN
L2161,N2164,N2165,12.22,63,94.02,0,OPEN
L2162,N2166,N2167,171.24,63,101.63,0,OPEN
L2163,N2168,N2169,275.81,63,110.61,0,OPEN
L2165,N2168,N2169,10.08,63,87.61,0,OPEN
L2166,N2172,N2170,184.31,63,82.41,0,OPEN
L2167,N2173,N2171,188.26,63,90.53,0,OPEN
L2168,N2173,N2174,11.1,63,107.62,0,OPEN
L2169,N2175,N1931,116.01,63,88.07,0,OPEN
L2171,N2177,N2178,295.24,63,83.48,0,OPEN
L2173,N2181,N2182,294.68,63,81.45,0,OPEN
L2175,N2185,N2186,112.62,63,97.46,0,OPEN
L2176,N2180,N2187,14.15,63,81.65,0,OPEN
L2177,N2182,N2178,12.71,63,89.83,0,OPEN
L2184,N2090,N2103,262.79,63,101.66,0,OPEN
L2186,N2191,N2192,223.66,63,86.53,0,OPEN
L2188,N2193,N2110,64.51,63,109.34,0,OPEN
L2189,N2079,N2194,183.69,63,98.9,0,OPEN
L2192,N2156,N2159,92.82,63,100.26,0,OPEN
L2194,N2199,N2200,353.5,63,115.27,0,OPEN
L2199,N287,N2203,35.4,63,107.83,0,OPEN
L2211,N2210,N2211,112.97,63,108.34,0,OPEN
L2212,N2212,N2213,74.39,63,98.43,0,OPEN
L2213,N2214,N2215,78.85,63,99.97,0,OPEN
L2216,N2218,N2219,84.98,63,99.92,0,OPEN
L2217,N2218,N2220,50.89,63,92.73,0,OPEN
L2219,N2223,N2224,110.14,63,83.1,0,OPEN
L2220,N2225,N2226,57.6,63,112.27,0,OPEN
L2221,N2227,N2228,52.01,63,80.48,0,OPEN
L2222,N2222,N2229,41.36,63,85.37,0,OPEN
L2223,N2216,N2230,111.72,63,93.2,0,OPEN
L2224,N1409,N2231,137.67,63,99.57,0,OPEN
L2226,N2232,N2233,44.41,63,86,0,OPEN
L2227,N2234,N1412,127.24,63,107.88,0,OPEN
L2234,N1581,N2243,155.75,63,89.83,0,OPEN
L2237,N2248,N2249,53.58,63,89.73,0,OPEN
L2255,N2271,N2272,7.15,63,96.66,0,OPEN
L2256,N2273,N2274,7.85,63,114.04,0,OPEN
L2257,N2274,N2275,28.33,63,111.96,0,OPEN
L2258,N2276,N2277,7.11,63,96.23,0,OPEN
L2259,N2278,N2279,6.95,63,88.36,0,OPEN
L2260,N2280,N2281,27.72,63,117.57,0,OPEN
L2261,N2281,N2282,5.59,63,81.89,0,OPEN
L2262,N2281,N2283,28.01,63,107.5,0,OPEN
L2263,N2283,N2284,5.7,63,106.86,0,OPEN
L2264,N2283,N2285,27.65,63,83.34,0,OPEN
L2265,N2285,N2286,5.99,63,119.98,0,OPEN
L2266,N2287,N2288,5.54,63,84.92,0,OPEN
L2267,N2289,N2290,17.4,63,80.32,0,OPEN
L2268,N2290,N2291,6.29,63,88.72,0,OPEN
L2269,N2290,N2292,24.44,63,94.55,0,OPEN
L2270,N2292,N2293,6.78,63,117.73,0,OPEN
L2271,N2292,N2294,27.9,63,88.69,0,OPEN
L2272,N2294,N2295,6.22,63,113.24,0,OPEN
L2273,N2294,N2296,27.47,63,107.44,0,OPEN
L2274,N2296,N2297,5.59,63,106.78,0,OPEN
L2275,N2296,N2298,28.26,63,108,0,OPEN
L2276,N2299,N2298,6.14,63,94.82,0,OPEN
L2277,N2300,N2301,6.16,63,104.33,0,OPEN
L2278,N2302,N2303,8.91,63,91.51,0,OPEN
L2279,N2304,N2269,9.25,63,110.78,0,OPEN
L2280,N2305,N2306,8.76,63,115.6,0,OPEN
L2281,N2307,N2308,8.75,63,81.83,0,OPEN
L2282,N2309,N2310,17.52,63,105.18,0,OPEN
L2283,N2311,N2312,8.5,63,104.37,0,OPEN
L2285,N2315,N2316,134.72,63,106.02,0,OPEN
L2286,N2317,N2318,144.33,63,113.68,0,OPEN
L2287,N2319,N2320,50.67,63,118.47,0,OPEN
L2288,N2320,N2321,44.97,63,119.41,0,OPEN
L2289,N2319,N2322,59.79,63,88.8,0,OPEN
L2290,N2320,N2323,61.23,63,81.66,0,OPEN
L2291,N2324,N2325,52.42,63,85.69,0,OPEN
L2292,N2325,N2326,4.71,63,83.76,0,OPEN
L2295,N2331,N2332,45.51,63,82.9,0,OPEN
L2296,N2333,N2334,130.48,63,118.11,0,OPEN
L2297,N2335,N2336,130.88,63,117.79,0,OPEN
L2298,N2337,N2338,133.02,63,115.81,0,OPEN
L2299,N2339,N2340,129.01,63,106.22,0,OPEN
L2302,N2344,N2345,13,63,112.04,0,OPEN
L2325,N187,N2371,33.63,63,101.29,0,OPEN
L2369,N2424,N2425,40,63,119.45,0,OPEN
L2415,N1405,N2496,37.3,63,84.9,0,OPEN
L2416,N1376,N2497,113.71,63,86.62,0,OPEN
L2417,N2498,N2499,66.9,63,83.68,0,OPEN
L2418,N1590,N2500,214.26,63,112.59,0,OPEN
L2419,N1590,N2501,65.87,63,91.64,0,OPEN
L2428,N1904,N2508,94.46,63,80.19,0,OPEN
L2429,N2509,N2510,16.37,63,102.59,0,OPEN
L2430,N2511,N2512,114.09,63,87.55,0,OPEN
L2431,N2511,N2513,7.44,63,105.9,0,OPEN
L2432,N2513,N2514,65.23,63,84.65,0,OPEN
L2433,N2513,N2515,5.78,63,78.77,0,OPEN
L2434,N2516,N2517,4.51,63,107.98,0,OPEN
L2435,N2518,N2519,6.08,63,118.68,0,OPEN
L2436,N2519,N2520,108.11,63,107.29,0,OPEN
L2437,N2521,N2522,4.43,63,94.64,0,OPEN
L2438,N1316,N2523,18.92,63,87.42,0,OPEN
L2445,N2535,N2536,38.94,63,117.19,0,OPEN
L2468,N2554,N1406,116.15,63,93.6,0,OPEN
L2473,N1405,N1392,237.94,63,87.1,0,OPEN
L2474,N1401,N2556,62.33,63,109.5,0,OPEN
L2483,N1411,N2248,149.03,63,108.45,0,OPEN
L2487,N1355,N2562,157.95,63,106.11,0,OPEN
L2490,N1418,N2564,46.41,63,88.56,0,OPEN
L2491,N2564,N2565,27.58,63,97.45,0,OPEN
L2492,N1418,N2566,37.83,63,90.64,0,OPEN
L2493,N2564,N2567,33.62,63,108.32,0,OPEN
L2497,N1422,N2569,96.83,63,105.61,0,OPEN
L2498,N2237,N2570,67.29,63,114.88,0,OPEN
L2502,N2572,N1423,158.08,63,112.95,0,OPEN
L2516,N1943,N2580,138.87,63,111.13,0,OPEN
L2605,N2498,N2602,64.51,63,93.16,0,OPEN
L2606,N1585,N2498,95.81,63,98.4,0,OPEN
L2607,N1585,N2603,224.15,63,117.99,0,OPEN
L2608,N1585,N2604,278.2,63,101.01,0,OPEN
L2610,N1587,N2605,183.25,63,85.93,0,OPEN
L2614,N1576,N2607,191.5,63,83.01,0,OPEN
L2615,N1552,N2608,133.83,63,101.64,0,OPEN
L2618,N1947,N2609,110,63,113.74,0,OPEN
L2621,N1956,N1900,651.84,63,104.54,0,OPEN
L2696,N2414,N2660,266.75,63,88.46,0,OPEN
L2727,N2667,N2669,55.95,63,92.76,0,OPEN
L2728,N2669,N2510,65.9,63,105.94,0,OPEN
L2729,N2510,N2670,147.25,63,112.19,0,OPEN
L2730,N2670,N2671,290.16,63,110.34,0,OPEN
L2731,N2669,N2672,16.69,63,107.38,0,OPEN
L2732,N2672,N2673,96.87,63,87.51,0,OPEN
L2733,N2672,N2674,244.95,63,86.53,0,OPEN
L2734,N2509,N2675,230.26,63,106.04,0,OPEN
L2735,N2676,N2509,102.66,63,98.71,0,OPEN
L2736,N2670,N2516,51.46,63,104.13,0,OPEN
L2737,N2517,N2518,83.15,63,90.71,0,OPEN
L2738,N2519,N1608,164.24,63,113.37,0,OPEN
L2739,N1608,N2677,59.63,63,114.19,0,OPEN
L2741,N2679,N2518,135.23,63,94.07,0,OPEN
L2742,N2679,N2680,205.64,63,104.06,0,OPEN
L2743,N2679,N2517,56.43,63,92.62,0,OPEN
L2744,N2516,N2511,200.58,63,99.34,0,OPEN
L2745,N2515,N2522,115.03,63,115.44,0,OPEN
L2746,N2515,N2681,134.42,63,81.58,0,OPEN
L2747,N2522,N2682,193.63,63,95.54,0,OPEN
L2769,N2686,N2313,162.05,63,88.15,0,OPEN
L2771,N2687,N2314,156,63,98.32,0,OPEN
L2773,N2688,N2696,155.75,63,104.4,0,OPEN
L2775,N2689,N2697,150.57,63,113.93,0,OPEN
L2776,N2690,N2698,150.2,63,104.69,0,OPEN
L2779,N2699,N2691,144.72,63,116.58,0,OPEN
L2780,N2318,N2692,264.4,63,110.37,0,OPEN
L2781,N2692,N2700,139.16,63,103.45,0,OPEN
L2784,N2701,N2693,137.82,63,96.29,0,OPEN
L2786,N2321,N2702,131.31,63,91.43,0,OPEN
L2787,N2693,N2319,44.11,63,105.43,0,OPEN
L2788,N2694,N2703,129.84,63,101.24,0,OPEN
L2790,N2704,N2695,127.92,63,109.04,0,OPEN
L2794,N2424,N2705,127.77,63,91.12,0,OPEN
L2795,N2425,N2348,125.7,63,83.89,0,OPEN
L2805,N2349,N2708,73.1,63,91.7,0,OPEN
L2807,N2708,N2709,30.15,63,88.87,0,OPEN
L2808,N2710,N2708,7.07,63,110.46,0,OPEN
L2809,N2710,N2341,73.95,63,100.72,0,OPEN
L2810,N2343,N2711,75.16,63,92.64,0,OPEN
L2811,N2711,N2710,45.56,63,102.22,0,OPEN
L2812,N2712,N2711,6.7,63,102.76,0,OPEN
L2813,N2712,N2713,45.62,63,91.2,0,OPEN
L2814,N2352,N2712,74.08,63,96.76,0,OPEN
L2820,N2716,N2714,134.78,63,105.55,0,OPEN
L2824,N2328,N2717,129.07,63,88.08,0,OPEN
L2825,N2330,N2715,130.26,63,94.68,0,OPEN
L2826,N2718,N2719,128.51,63,99.51,0,OPEN
L2828,N2719,N2327,41.3,63,94,0,OPEN
L2830,N2340,N2719,6.9,63,83.65,0,OPEN
L2833,N2721,N2340,45.82,63,104.22,0,OPEN
L2834,N2338,N2721,55.12,63,103.62,0,OPEN
L2837,N2336,N2338,47.37,63,92.9,0,OPEN
L2838,N2333,N2336,5.14,63,100.87,0,OPEN
L2840,N2326,N2722,128.32,63,92.31,0,OPEN
L2841,N2325,N2723,129.01,63,84.91,0,OPEN
L2843,N2326,N2333,47.19,63,92.11,0,OPEN
L2852,N2728,N2332,46.86,63,107.22,0,OPEN
L2853,N2332,N2353,199.16,63,109.8,0,OPEN
L2855,N2727,N2729,29.99,63,93.14,0,OPEN
L2858,N1633,N2730,10.2,63,82.18,0,OPEN
L2859,N2730,N1643,172.98,63,81.03,0,OPEN
L2860,N1633,N2731,101.86,63,115.03,0,OPEN
L2861,N2730,N2732,335.53,63,81.86,0,OPEN
L2862,N2732,N2534,56,63,119.91,0,OPEN
L2863,N2732,N2536,150.6,63,87.8,0,OPEN
L2864,N1954,N1635,386.48,63,105.09,0,OPEN
