Leak_id,avg_pressure,total_water_loss,Link,Coef,Link_id,ID,Diameter,detect_cost,repair_cost,total_cost,evaluate_flag,rank
Leak_3495,17.812826,8.811611,L914,0.00258,L914,L914,150,2232.738228464057,332.9862179377318,2565.724446401789,1,0.003434356011182201
Leak_1439,9.569379,8.800961,L2136,0.00509,L2136,L2136,63,2081.208505715053,143.22795476578798,2224.436460480841,1,0.003956489968191333
Leak_841,30.615805,8.774383,L1684,0.00151,L1684,L1684,25,2300.643203083468,110.34351230475856,2410.9867153882265,1,0.0036393326164946014
Leak_2880,27.119114,8.76469,L413,0.00167,L413_1,L413,63,2290.3593745096996,137.1165186095334,2427.4758931192328,1,0.0036106189247908705
Leak_1313,23.439125,8.759247,L2022,0.00194,L2022,L2022,60,2273.1095441545626,134.5857173127404,2407.695261467303,1,0.0036380213751942155
Leak_2312,22.502573,8.752798,L2880,0.00206,L2880_1,L2880,75,2265.484712976023,153.87811911423753,2419.3628320902603,1,0.003617811253586205
Leak_1129,23.328812,8.743379,L1893,0.00198,L1893_1,L1893,75,2270.5650866273054,153.6363875861502,2424.2014742134556,1,0.00360670461272532
Leak_2220,28.480648,8.740519,L2804,0.00162,L2804,L2804,75,2293.568123234025,152.4117097418603,2445.979832975885,1,0.0035734221730324717
Leak_3477,25.281954,8.736067,L906,0.00179,L906_2,L906,160,2282.6766811640446,361.739777689152,2644.4164588531967,1,0.003303589640349566
Leak_1374,16.514242,8.7355175,L2084,0.00277,L2084,L2084,20,2220.89160105818,112.11789526293222,2333.0094963211122,1,0.0037443128781112812
Leak_2311,22.336496,8.728225,L2880,0.00207,L2880,L2880,75,2264.8504660551025,153.90767327953336,2418.758139334636,1,0.003608556230733553
Leak_3133,40.270866,8.722118,L611,0.00112,L611_2,L611,63,2325.9038992420747,134.9257710504541,2460.8296702925286,1,0.0035443811828913432
Leak_499,56.15188,8.721359,L1402,0.0008,L1402,L1402,110,2346.8376412943394,210.99986153957872,2557.8375028339183,1,0.003409661185773915
Leak_370,27.7574,8.720938,L13,0.00163,L13_1,L13,32,2292.926014058999,112.93775783688697,2405.863771895886,1,0.0036248676382908828
Leak_1176,30.316044,8.711446,L192,0.00149,L192,L192,20,2301.931924085397,109.39264503633221,2411.3245691217294,1,0.003612722202545961
Leak_2149,11.439,8.711407,L2734,0.00422,L2734_1,L2734,63,2132.5292942901647,142.20005778704794,2274.7293520772128,1,0.003829645359703423
Leak_148,22.240295,8.647583,L1123,0.00201,L1123_1,L1123,75,2268.6586127856526,153.72816259690143,2422.386775382554,1,0.0035698605588890056
Leak_133,24.462397,8.64343,L1109,0.00183,L1109,L1109,75,2280.1215144416055,153.15559393843685,2433.2771083800426,1,0.0035521764974474797
Leak_1132,18.863165,8.612553,L1894,0.00243,L1894,L1894,75,2242.1354493736053,154.8862321597403,2397.0216815333456,1,0.00359302241993611
Leak_2915,16.254206,8.610489,L438,0.00277,L438,L438,32,2220.89160105818,115.33519138786853,2336.226792446049,1,0.003685639133770189
Leak_1051,6.197307,8.569662,L1846,0.00787,L1846_1,L1846,125,1925.3518636612569,269.885548674033,2195.2374123352897,1,0.003903751842949788
Leak_473,39.836124,8.569256,L1381,0.00111,L1381,L1381,110,2326.5552435178056,213.8473660353089,2540.4026095531144,1,0.00337318809098722
Leak_2497,8.01898,8.544683,L3040,0.00602,L3040_2,L3040,200,2027.713365753545,544.9979364926486,2572.7113022461936,1,0.0033212756709082246
Leak_2030,24.010302,8.49593,L2638,0.00188,L2638_1,L2638,90,2276.9315777980605,177.62328978601272,2454.5548675840732,1,0.003461291426082402
Leak_469,39.49557,8.494263,L1379,0.00111,L1379_1,L1379,63,2326.5552435178056,134.87658872084126,2461.431832238647,1,0.0034509437084784328
Leak_2879,27.084234,8.491203,L413,0.00162,L413,L413,63,2293.568123234025,136.94982513712833,2430.517948371153,1,0.0034935777017388297
Leak_3496,20.71545,8.481358,L916,0.00213,L916,L916,150,2261.048711640011,330.47736124764356,2591.5260728876547,1,0.0032727270866360165
Leak_1130,22.932108,8.459866,L1893,0.00195,L1893_2,L1893,75,2272.473162579777,153.54321137617177,2426.016373955949,1,0.0034871428160533806
Leak_3185,46.956764,8.455855,L66,0.00093,L66,L66,63,2338.3106807630943,133.9063373430957,2472.21701810619,1,0.0034203531921503274
Leak_2881,27.166714,8.412258,L413,0.0016,L413_2,L413,63,2294.8528810816583,136.8817026089981,2431.7345836906566,1,0.003459365263221297
Leak_24,30.19468,8.411511,L1019,0.00144,L1019,L1019,75,2305.1568857255206,151.6928889201685,2456.849774645689,1,0.0034236979029035938
Leak_2221,25.55563,8.395519,L2806,0.00174,L2806,L2806,110,2285.8746665851313,217.75579595061765,2503.630462535749,1,0.0033533380353938393
Leak_1999,10.974861,8.393686,L2616,0.00422,L2616,L2616,125,2132.5292942901647,263.5513746336306,2396.080668923795,1,0.0035030900267334097
Leak_104,28.149647,8.378601,L1082,0.00154,L1082,L1082,63,2298.711474232581,136.67210538992992,2435.383579622511,1,0.003440361980069459
Leak_16,31.377987,8.375324,L1011,0.00138,L1011_1,L1011,63,2309.032804153403,136.07053923607975,2445.1033433894827,1,0.00342534571060601
Leak_3479,21.16774,8.353205,L906,0.00205,L906_4,L906,160,2266.1191375109465,363.69646326427215,2629.8156007752186,1,0.003176346176024847
Leak_2815,21.806173,8.345066,L355,0.00199,L355_1,L355,63,2269.9294174008946,138.07788791051772,2408.0073053114124,1,0.0034655484857332797
Leak_1540,25.018398,8.336792,L221,0.00173,L221,L221,63,2286.514801106426,137.31008433959698,2423.824885446023,1,0.003439519101502003
Leak_3054,13.6142025,8.336655,L540,0.00321,L540,L540,60,2193.6980726256684,137.28014199922802,2330.9782146248963,1,0.0035764618522732446
Leak_2823,23.017107,8.336355,L366,0.00188,L366,L366,20,2276.9315777980605,110.41447743454844,2387.346055232609,1,0.003491892258802983
Leak_147,24.428366,8.312562,L1123,0.00176,L1123,L1123,75,2284.5949351300947,152.91756676445834,2437.5125018945528,1,0.003410264350385748
Leak_2138,22.541492,8.251111,L2725,0.00195,L2725_3,L2725,63,2272.473162579777,137.96653803421336,2410.4397006139907,1,0.003423072988914379
Leak_3224,24.751526,8.250077,L692,0.00173,L692,L692,32,2286.514801106426,113.20695515201201,2399.7217562584383,1,0.00343793076264094
Leak_2800,23.68007,8.249516,L337,0.00181,L337,L337,75,2281.398740079493,153.0885281733492,2434.487268252842,1,0.0033886049194119193
Leak_3494,14.761308,8.234463,L913,0.00292,L913_5,L913,150,2211.583417202858,334.60663914265535,2546.1900563455133,1,0.003234033028098397
Leak_160,27.656895,8.230247,L1138,0.00154,L1138,L1138,63,2298.711474232581,136.67210538992992,2435.383579622511,1,0.0033794456909165744
Leak_2980,15.352139,8.230182,L484,0.0028,L484_1,L484,63,2219.026835424506,139.95051974595506,2358.977355170461,1,0.003488876938980215
Leak_272,22.299564,8.180518,L1225,0.00196,L1225,L1225,75,2271.8369591668898,153.57442844273686,2425.4113876096267,1,0.003372837363640784
Leak_2056,20.903872,8.177705,L2657,0.00209,L2657_1,L2657,90,2263.5825048563834,178.37198153788796,2441.9544863942715,1,0.0033488358839853663
Leak_3268,27.824741,8.158585,L737,0.00152,L737,L737,80,2299.9991131634015,159.46037448630597,2459.4594876497076,1,0.0033172266653284112
Leak_1110,15.790807,8.1578045,L1882,0.00277,L1882_2,L1882,75,2220.89160105818,155.68544695477817,2376.5770480129586,1,0.0034325857417315513
Leak_1679,55.2327,8.154603,L2317,0.00076,L2317,L2317,90,2349.4675719388347,171.21964528233127,2520.687217221166,1,0.0032350713522661064
Leak_11,30.137638,8.153068,L1009,0.0014,L1009,L1009,20,2307.7401077718464,109.11881572106377,2416.85892349291,1,0.0033734147697057626
Leak_2927,17.611618,8.141085,L445,0.0024,L445,L445,140,2244.019634397999,300.5321626738926,2544.551797071892,1,0.003199417940868309
Leak_2814,22.027325,8.134361,L355,0.00192,L355,L355,63,2274.3828419894076,137.88151628471684,2412.2643582741243,1,0.003372085335170165
Leak_3186,47.173737,8.129854,L66,0.00089,L66_1,L66,63,2340.9310558616876,133.66525267490465,2474.596308536592,1,0.0032853254384260675
Leak_3355,28.507673,8.087858,L812,0.00147,L812_2,L812,32,2303.221366973196,112.4706403816624,2415.692007354858,1,0.003348050237964446
Leak_1287,21.422903,8.079131,L1996,0.00196,L1996,L1996,60,2271.8369591668898,134.64059479911177,2406.4775539660013,1,0.003357243500189302
Leak_2267,24.989758,8.067027,L2850,0.00171,L2850,L2850,110,2287.7956079875003,217.60458213005091,2505.400190117551,1,0.0032198557036117585
Leak_2120,25.80622,8.060311,L271,0.00163,L271,L271,63,2292.926014058999,136.98357166204835,2429.9095857210473,1,0.0033171239641215065
Leak_2022,28.501259,8.046713,L263,0.00147,L263,L263,40,2303.221366973196,116.46368086858533,2419.6850478417814,1,0.003325520766656558
Leak_3497,20.419264,8.044304,L916,0.00205,L916_1,L916,150,2266.1191375109465,329.9762613722204,2596.095398883167,1,0.0030986164443354454
Leak_2496,8.023953,8.024995,L3040,0.00565,L3040_1,L3040,200,2048.8296698110685,543.6827928989,2592.5124627099685,1,0.0030954508283328047
Leak_2906,22.775204,8.009548,L434,0.00182,L434,L434,63,2280.760037854755,137.5881954089487,2418.3482332637036,1,0.003311991249683054
Leak_3407,18.941002,7.9875903,L852,0.0022,L852,L852,60,2256.6213963515106,135.25864742772958,2391.88004377924,1,0.003339461079468324
Leak_1322,23.385231,7.9817586,L2035,0.00177,L2035_1,L2035,32,2283.9553380960215,113.31030089213296,2397.2656389881545,1,0.0033295261337337257
Leak_1376,10.50314,7.9539084,L2086,0.00417,L2086,L2086,125,2135.516926156497,263.43023402652335,2398.9471601830205,1,0.0033155830088579807
Leak_3383,13.419145,7.934806,L836,0.00311,L836_1,L836,60,2199.8490345570963,137.11080799281063,2336.959842549907,1,0.003395353966116215
Leak_2797,22.068039,7.932285,L334,0.00187,L334_1,L334,32,2277.5692079038927,113.55877986068758,2391.12798776458,1,0.003317381952195906
Leak_2055,18.810202,7.9192557,L2657,0.00226,L2657,L2657,90,2252.8334551671587,178.92488538931968,2431.7583405564783,1,0.003256596513483229
Leak_3292,29.730404,7.9131722,L763,0.00138,L763,L763,63,2309.032804153403,136.07053923607975,2445.1033433894827,1,0.0032363344749494864
Leak_2928,17.925133,7.8737884,L445,0.00228,L445_1,L445,140,2251.572221610621,299.9244626261724,2551.4966842367935,1,0.003085948888519219
Leak_1561,44.450626,7.8706183,L2225,0.00091,L2225_1,L2225,75,2339.620501459887,148.89192916559216,2488.512430625479,1,0.003162780401050687
Leak_274,24.210827,7.8652687,L1225,0.00173,L1225_2,L1225,75,2286.514801106426,152.8126428642174,2439.3274439706433,1,0.003224359536771582
Leak_30,30.039982,7.8484697,L1025,0.00135,L1025,L1025,80,2310.9732065638086,158.70111974761642,2469.674326311425,1,0.0031779371274081934
Leak_512,44.43927,7.8406334,L1415,0.00091,L1415_3,L1415,110,2339.620501459887,212.1200086742683,2551.740510134155,1,0.003072660939149244
Leak_117,26.170805,7.840267,L1098,0.00155,L1098,L1098,63,2298.0679251208758,136.70759931962644,2434.775524440502,1,0.0032201191044903964
Leak_3493,14.283511,7.826092,L913,0.00287,L913_4,L913,150,2214.681802350476,334.38056036756257,2549.0623627180385,1,0.0030701845042396462
Leak_3293,31.176908,7.821411,L763,0.0013,L763_1,L763,63,2314.2108348639954,135.74305131524318,2449.9538861792385,1,0.0031924727958901208
Leak_2087,20.875128,7.814398,L2682,0.002,L2682,L2682,200,2269.293926136951,522.1511719929985,2791.4450981299497,1,0.002799409458966141
Leak_2798,21.816917,7.7984147,L334,0.00186,L334_2,L334,32,2278.2070165711525,113.53453755448619,2391.7415541256387,1,0.0032605591075390017
Leak_2979,15.954834,7.792809,L484,0.00255,L484,L484,63,2234.6145165066187,139.4376422043215,2374.05215871094,1,0.0032824927544065972
Leak_3435,19.723923,7.7912025,L875,0.00206,L875,L875,100,2265.484712976023,197.54216465545954,2463.0268776314824,1,0.00316326330659382
Leak_61,22.40148,7.7871943,L105,0.00181,L105,L105,60,2281.398740079493,134.21460004238833,2415.6133401218813,1,0.0032236923528586128
Leak_122,22.967709,7.778163,L11,0.00175,L11_1,L11,75,2285.234711276412,152.88279217916417,2438.117503455576,1,0.003190233015928765
Leak_3131,36.360455,7.7267976,L611,0.0011,L611,L611,63,2327.206770195469,134.82696129622437,2462.0337314916933,1,0.0031383800643695866
Leak_2908,23.579147,7.702154,L434,0.00169,L434_2,L434,63,2289.077132321296,137.1818026304864,2426.2589349517825,1,0.00317449800950407
Leak_3352,28.426235,7.68213,L811,0.0014,L811,L811,80,2307.7401077718464,158.93392724589722,2466.674035017744,1,0.0031143676670959304
Leak_2205,13.98347,7.6648984,L2787,0.00299,L2787,L2787,63,2207.2529589405617,140.31055252785373,2347.5635114684155,1,0.003265044101296279
Leak_1551,75.54044,7.662636,L2219,0.00052,L2219,L2219,63,2365.309162150347,130.71830261974225,2496.0274647700894,1,0.003069932487272718
Leak_1487,27.408913,7.659996,L217,0.00145,L217,L217,40,2304.5115321512344,116.39954706409303,2420.9110792153274,1,0.0031640964009292004
Leak_2227,28.650208,7.6549125,L2810,0.00141,L2810_1,L2810,63,2307.09403099664,136.18847481358821,2443.282505810228,1,0.0031330443587949974
Leak_120,27.652193,7.6451254,L1099,0.00143,L1099_2,L1099,63,2305.8024200241084,136.26571261146756,2442.068132635576,1,0.003130594632856619
Leak_2962,24.270107,7.6279187,L471,0.00163,L471,L471,50,2292.926014058999,124.10742619438129,2417.0334402533804,1,0.003155901194087624
Leak_1799,16.935024,7.598656,L2436,0.00243,L2436,L2436,63,2242.1354493736053,139.17331185609854,2381.308761229704,1,0.0031909579728740503
Leak_3274,28.934128,7.592442,L747,0.00136,L747,L747,50,2310.3262246476656,123.2076851117553,2433.533909759421,1,0.0031199244872760525
Leak_1321,23.256472,7.5769005,L2035,0.00169,L2035,L2035,32,2289.077132321296,113.1011917497102,2402.1783240710065,1,0.0031541790242021047
Leak_334,26.949312,7.576571,L128,0.00146,L128,L128,63,2303.866359250653,136.3795670747045,2440.2459263253577,1,0.0031048391090280764
Leak_2904,23.330643,7.5757036,L432,0.00168,L432,L432,32,2289.7181636585456,113.07435974647892,2402.7925234050244,1,0.0031528746436146845
Leak_3354,28.83284,7.567703,L812,0.00136,L812_1,L812,32,2310.3262246476656,112.11899345169732,2422.445218099363,1,0.003123993357493026
Leak_1420,8.995326,7.5455365,L2115,0.0047,L2115_2,L2115,75,2104.0598438256798,158.91215514864166,2262.9719989743217,1,0.003334348158756225
Leak_2747,11.493876,7.522888,L3226,0.00358,L3226,L3226,75,2171.0886794708736,157.25094123191306,2328.3396207027868,1,0.003231009822064978
Leak_2907,23.101633,7.500267,L434,0.00168,L434_1,L434,63,2289.7181636585456,137.14925776942428,2426.86742142797,1,0.0030905137060991297
Leak_3485,10.847786,7.493911,L912,0.00364,L912,L912,150,2167.4443126146766,337.49159570318255,2504.9359083178592,1,0.002991657696552458
Leak_3409,19.304232,7.4773088,L852,0.00202,L852_2,L852,60,2268.0234772971903,134.80192887158242,2402.8254061687726,1,0.003111881841666938
Leak_1085,14.20747,7.4681883,L1868,0.00284,L1868_1,L1868,140,2216.5429166230115,302.5265243164832,2519.0694409394946,1,0.002964661539081016
Leak_3408,19.183338,7.46641,L852,0.00203,L852_1,L852,60,2267.3885196217702,134.8283511870908,2402.216870808861,1,0.003108133262568691
Leak_509,42.79238,7.464989,L1415,0.0009,L1415,L1415,110,2340.2756869219797,212.02393503897528,2552.299621960955,1,0.0029248091098324235
Leak_99,27.16,7.461827,L1076,0.00142,L1076_2,L1076,160,2306.4481350976066,358.3990188004051,2664.8471538980116,1,0.002800095604126955
Leak_567,19.790014,7.4602423,L1470,0.00197,L1470,L1470,63,2271.2009338660205,138.0224955911198,2409.2234294571404,1,0.0030965340035333804
Leak_1294,19.606674,7.456629,L2000,0.00198,L2000,L2000,60,2270.5650866273054,134.69491514402208,2405.2600017713276,1,0.0031001342033489614
Leak_1295,19.182571,7.4397755,L2000,0.00202,L2000_1,L2000,60,2268.0234772971903,134.80192887158242,2402.8254061687726,1,0.003096261362901696
Leak_1084,14.455455,7.418327,L1868,0.00277,L1868,L1868,140,2220.89160105818,302.23084810007816,2523.1224491582584,1,0.002940137470213008
Leak_3353,29.339739,7.417835,L812,0.00131,L812,L812,32,2313.562946538832,111.94964109629478,2425.5125876351267,1,0.003058254685385116
Leak_2088,20.914076,7.3989687,L2682,0.00189,L2682_1,L2682,200,2276.294126203665,520.9782865312307,2797.2724127348956,1,0.0026450654798258495
Leak_52,12.547853,7.3972864,L1043,0.00323,L1043_3,L1043,50,2192.469945612657,127.50527685546781,2319.9752224681247,1,0.003188519577045497
Leak_2320,29.443186,7.372411,L289,0.0013,L289_1,L289,75,2314.2108348639954,151.06868895829183,2465.279523822287,1,0.002990496900246192
Leak_1326,24.162815,7.3618135,L2038,0.00158,L2038,L2038,250,2296.138358595174,767.5528680398512,3063.691226635025,1,0.002402922814552962
Leak_273,23.09045,7.3575897,L1225,0.0017,L1225_1,L1225,75,2288.4362804476955,152.70588346766817,2441.1421639153637,1,0.0030139947727906196
Leak_2130,15.851551,7.3425546,L2718,0.00251,L2718,L2718,63,2237.118686838723,139.3509401137689,2376.469626952492,1,0.0030896900536701746
Leak_2811,21.931553,7.315236,L351,0.00173,L351,L351,32,2286.514801106426,113.20695515201201,2399.7217562584383,1,0.0030483684504404493
Leak_1580,25.86095,7.292948,L2233,0.0015,L2233_1,L2233,160,2301.2874733739627,359.18975162582973,2660.4772249997923,1,0.0027412178915253104
Leak_2114,16.81064,7.2808485,L27,0.00226,L27,L27,63,2252.8334551671587,138.7755918502703,2391.609047017429,1,0.0030443305573679465
Leak_2609,20.576994,7.277159,L3117,0.00184,L3117,L3117,90,2279.4831697899835,177.47123415859525,2456.9544039485786,1,0.0029618617269920157
Leak_539,54.832844,7.25526,L1449,0.00068,L1449_1,L1449,350,2354.7362780477984,1398.0132402027907,3752.749518250589,1,0.0019333184789999806
Leak_1156,20.998447,7.25442,L1908,0.00183,L1908_3,L1908,63,2280.1215144416055,137.61824366491714,2417.7397581065225,1,0.0030004965502576494
Leak_3368,15.382188,7.2489986,L825,0.00247,L825,L825,60,2239.6256634128013,135.8780264641591,2375.5036898769604,1,0.003051562779236616
Leak_2045,21.10989,7.2338877,L2650,0.00183,L2650_1,L2650,90,2280.1215144416055,177.4327037408114,2457.554218182417,1,0.0029435312632794847
Leak_80,22.031693,7.2333484,L106,0.00171,L106,L106,32,2287.7956079875003,113.15438270762648,2400.949990695127,1,0.0030127026375523043
Leak_510,42.84067,7.2243614,L1415,0.00087,L1415_1,L1415,110,2342.242344379487,211.72917543742474,2553.9715198169115,1,0.002828677361365264
Leak_51,12.091738,7.218055,L1043,0.00328,L1043_2,L1043,50,2189.402635307007,127.58159677206162,2316.9842320790685,1,0.0031152800573642486
Leak_1086,13.451227,7.197133,L1868,0.0029,L1868_2,L1868,140,2212.8222507575124,302.7742173826835,2515.596468140196,1,0.0028610045988778665
Leak_699,14.301854,7.18192,L1563,0.00271,L1563,L1563,50,2224.625834826031,126.6331686876032,2351.2590035136345,1,0.0030544997555957518
Leak_54,14.355555,7.1382775,L1043,0.0027,L1043_5,L1043,50,2225.2488172732546,126.61480146197881,2351.8636187352336,1,0.0030351579376481585
Leak_1842,48.925125,7.1182947,L2472,0.00075,L2472,L2472,90,2350.125514966703,171.1259973680169,2521.2515123347202,1,0.0028233179756388884
Leak_1078,22.528738,7.0989766,L1863,0.00167,L1863,L1863,32,2290.3593745096996,113.0473675512348,2403.4067420609344,1,0.002953714195710233
Leak_373,2.761076,7.091949,L1301,0.01642,L1301,L1301,90,1515.4444122342509,192.9462749273141,1708.390687161565,1,0.004151245402675723
Leak_1049,5.683259,7.091331,L1845,0.00712,L1845_1,L1845,63,1966.2117803322878,145.06847963165322,2111.2802599639413,1,0.0033587824125336867
Leak_3278,31.11574,7.0877204,L752,0.00118,L752,L752,32,2321.9996611696056,111.47712044885968,2433.4767816184653,1,0.0029125901046898814
Leak_1131,20.396996,7.0718985,L1893,0.00184,L1893_3,L1893,75,2279.4831697899835,153.1888524578415,2432.672022247825,1,0.002907049695031903
Leak_1108,14.462715,7.0636377,L1882,0.00263,L1882,L1882,75,2229.614582006923,155.36892815565233,2384.983510162575,1,0.002961713447225458
Leak_2226,28.661865,7.0606294,L2810,0.0013,L2810,L2810,63,2314.2108348639954,135.74305131524318,2449.9538861792385,1,0.0028819437817417816
Leak_2044,22.261135,7.0603004,L2650,0.00169,L2650,L2650,90,2289.077132321296,176.8699955511106,2465.947127872407,1,0.0028631191116740454
Leak_2107,28.208757,7.0501294,L2696,0.00132,L2696_1,L2696,63,2312.9152395970045,135.82677497194314,2448.7420145689475,1,0.0028790821457138154
Leak_1855,44.11779,7.0384603,L2481,0.00082,L2481,L2481,110,2345.523780130676,211.214553324722,2556.7383334553983,1,0.002752905982817883
Leak_2441,13.14608,7.030673,L3003,0.0029,L3003_1,L3003,63,2212.8222507575124,140.1429532796703,2352.9652040371825,1,0.002988005523828168
Leak_15,30.300358,7.0304637,L1011,0.0012,L1011,L1011,63,2320.6997053809437,135.30411367571875,2456.0038190566625,1,0.002862562200015831
Leak_1889,29.296427,7.030395,L251,0.00125,L251_1,L251,63,2317.4529990181595,135.52797304325142,2452.9809720614107,1,0.002866061788105601
Leak_2658,16.5772,7.025197,L3156,0.00222,L3156,L3156,75,2255.3580421417482,154.3346251734676,2409.6926673152157,1,0.0029153912963269988
Leak_3151,26.255266,7.0140862,L633,0.00139,L633,L633,60,2308.386365473879,132.80194233913045,2441.1883078130095,1,0.0028732262169378475
Leak_2108,27.627857,7.004972,L2696,0.00134,L2696_2,L2696,63,2311.620369660252,135.90923957847258,2447.5296092387243,1,0.0028620581155001427
Leak_3402,32.454975,6.9509516,L85,0.00111,L85_1,L85,63,2326.5552435178056,134.87658872084126,2461.431832238647,1,0.002823946405987238
Leak_2307,19.359238,6.9435034,L2878,0.00191,L2878,L2878,75,2275.0197583492936,153.4167213932487,2428.4364797425424,1,0.0028592485073185496
Leak_1072,15.107115,6.9397826,L1856,0.00246,L1856_2,L1856,63,2240.2528464000775,139.24059850388366,2379.493444903961,1,0.0029164957921354625
Leak_53,13.832107,6.9384027,L1043,0.00273,L1043_4,L1043,50,2223.3803931147554,126.66970068214626,2350.050093796902,1,0.0029524488312205805
Leak_1579,24.808048,6.938113,L2233,0.00149,L2233,L2233,160,2301.931924085397,359.09324783665573,2661.025171922053,1,0.0026073083734018438
Leak_1323,23.509207,6.9373426,L2035,0.00153,L2035_2,L2035,32,2299.355203563267,112.65151167138353,2412.0067152346505,1,0.002876170534650812
Leak_2440,13.268288,6.9284277,L3003,0.00283,L3003,L3003,63,2217.1636355362584,140.00896214272163,2357.17259767898,1,0.0029392958763605993
Leak_775,33.926147,6.9274893,L1617,0.00107,L1617_1,L1617,90,2329.1624451509206,173.63836790071522,2502.800813051636,1,0.0027678947699613684
Leak_730,23.573166,6.9029093,L1586,0.00155,L1586_2,L1586,125,2298.0679251208758,253.37173756643023,2551.439662687306,1,0.002705495795106961
Leak_823,16.140404,6.89728,L1662,0.00229,L1662_1,L1662,75,2250.941869641964,154.52408811558126,2405.4659577575453,1,0.0028673364484637785
Leak_3492,13.313832,6.8774166,L913,0.00271,L913_3,L913,150,2224.625834826031,333.6296944269546,2558.255529252986,1,0.0026883227777977237
Leak_2584,22.1564,6.8665657,L31,0.00161,L31,L31,50,2294.210412224793,124.04608802180437,2418.256500246597,1,0.0028394695532279134
Leak_1591,36.27659,6.866237,L2246,0.00099,L2246_1,L2246,75,2334.3856167963195,149.40616357208205,2483.7917803684013,1,0.002764417379030575
Leak_1994,15.947327,6.847551,L2610,0.00231,L2610_1,L2610,63,2249.681695076775,138.8955921089001,2388.5772871856752,1,0.0028667905810391913
Leak_1109,15.130968,6.843515,L1882,0.00243,L1882_1,L1882,75,2242.1354493736053,154.8862321597403,2397.0216815333456,1,0.002855007517038099
Leak_521,50.365265,6.8405113,L1428,0.0007,L1428_1,L1428,75,2353.417994885828,147.29074020730036,2500.708735093129,1,0.0027354290509833154
Leak_2836,25.253128,6.8311524,L376,0.0014,L376,L376,250,2307.7401077718464,763.8317100474464,3071.571817819293,1,0.002223992419609875
Leak_3273,29.37181,6.8017173,L744,0.0012,L744,L744,60,2320.6997053809437,132.01551295130673,2452.7152183322505,1,0.0027731377986745854
Leak_2370,9.306941,6.794449,L2938,0.00403,L2938,L2938,63,2143.9045815709733,141.94742628711916,2285.8520078580923,1,0.00297239227613237
Leak_1781,47.911198,6.783996,L2415,0.00073,L2415,L2415,63,2351.4419538235616,132.57849142245496,2484.0204452460166,1,0.0027310548583355993
Leak_460,41.972565,6.7529817,L1370,0.00083,L1370_1,L1370,63,2344.867125408191,133.28250716462344,2478.1496325728144,1,0.002725009649937603
Leak_589,30.112904,6.747039,L1485,0.00116,L1485,L1485,63,2323.30034513738,135.11820458416935,2458.4185497215494,1,0.002744463037838596
Leak_2829,30.13181,6.7309494,L37,0.00116,L37,L37,32,2323.30034513738,111.3998334510479,2434.700178588428,1,0.0027645906715946795
Leak_3452,20.23042,6.7110023,L886,0.00173,L886_1,L886,80,2286.514801106426,160.28879956011843,2446.8036006665448,1,0.002742762985972941
Leak_1578,46.499363,6.710306,L2232,0.00074,L2232_1,L2232,110,2350.7836422444125,210.32201902901414,2561.1056612734264,1,0.002620081736208438
Leak_1960,36.183575,6.7072845,L2578,0.00097,L2578,L2578,110,2335.693238841726,212.67517012001025,2548.368408961736,1,0.002631991680223233
Leak_285,23.178223,6.6902933,L1230,0.00154,L1230_1,L1230,75,2298.711474232581,152.1026349295544,2450.8141091621355,1,0.002729824872095247
Leak_538,54.562557,6.688704,L1449,0.00063,L1449,L1449,350,2358.035217555894,1393.5839369740313,3751.6191545299253,1,0.0017828845995063569
Leak_3081,19.589634,6.685418,L559,0.00178,L559,L559,90,2283.3159201240483,177.2368376375888,2460.552757761637,1,0.0027170391319099392
Leak_1577,49.58102,6.6718693,L2232,0.00069,L2232,L2232,110,2354.0770441869927,209.71375879655986,2563.7908029835526,1,0.002602345429350112
Leak_1123,34.843307,6.6646814,L189,0.00099,L189,L189,75,2334.3856167963195,149.40616357208205,2483.7917803684013,1,0.0026832689790296464
Leak_121,23.70767,6.654174,L11,0.00145,L11,L11,75,2304.5115321512344,151.73512385140697,2456.2466560026414,1,0.0027090821008352458
Leak_520,49.506123,6.6270804,L1428,0.00069,L1428,L1428,75,2354.0770441869927,147.20292684758527,2501.279971034578,1,0.002649475675359984
Leak_2903,26.417963,6.626177,L430,0.0013,L430,L430,60,2314.2108348639954,132.44378210042024,2446.6546169644157,1,0.002708260000476731
Leak_3451,20.204855,6.625007,L886,0.00171,L886,L886,80,2287.7956079875003,160.21436266718035,2448.0099706546807,1,0.002706282748834402
Leak_2883,26.718113,6.61832,L414,0.00128,L414,L414,63,2315.507155867523,135.65802956574666,2451.16518543327,1,0.0027000709815813055
Leak_3486,10.226726,6.588269,L912,0.0034,L912_1,L912,150,2182.0585873622017,336.5987745596536,2518.657361921855,1,0.002615786225354786
Leak_774,34.120914,6.5773706,L1617,0.00101,L1617,L1617,90,2333.078726814262,173.2303519651814,2506.3090787794436,1,0.0026243254271012973
Leak_3382,13.717134,6.5759254,L836,0.00252,L836,L836,60,2236.4923812932766,135.98525466242862,2372.4776359557054,1,0.0027717544100432493
Leak_2572,11.68294,6.570654,L3091,0.00312,L3091_1,L3091,75,2199.2331630534545,156.41160743244416,2355.644770485899,1,0.0027893229054438222
Leak_496,57.286663,6.5626903,L1400,0.00059,L1400,L1400,63,2360.677696511545,131.4108712658042,2492.0885677773495,1,0.002633409720216835
